"Data Source","World Development Indicators",

"Last Updated Date","2018-10-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Antigua and Barbuda","ATG","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.57999992370605","10.7299995422363","10.8699998855591","9.72000026702881","8.47000026702881","8.51000022888184","8.35999965667725","7.67999982833862","6.86999988555908","6.28000020980835","6.73999977111816","6.36999988555908","5.92999982833862","5.3899998664856","5.03000020980835","4.78000020980835","4.38000011444092","4.23000001907349","5.55999994277954","5.21000003814697","5.07999992370605","5.21999979019165","5.65999984741211","6.07000017166138","6.05999994277954","5.71999979019165","5.59000015258789",
"Austria","AUT","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.42000007629395","3.58999991416931","4.25","3.52999997138977","4.34999990463257","5.28000020980835","5.15000009536743","5.51999998092651","4.69999980926514","4.69000005722046","4.01000022888184","4.84999990463257","4.78000020980835","5.82999992370605","5.63000011444092","5.23999977111816","4.8600001335144","4.13000011444092","5.30000019073486","4.82000017166138","4.55999994277954","4.86999988555908","5.32999992370605","5.61999988555908","5.71999979019165","6.01000022888184","5.5",
"Azerbaijan","AZE","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.1269998550415","7.7810001373291","7.79099988937378","8.4040002822876","8.39000034332275","11.5419998168945","12.0710000991821","11.9250001907349","12.2770004272461","11.8000001907349","10.8999996185303","10","9.25","8","7.30000019073486","6.61999988555908","6.53999996185303","6.05000019073486","5.73999977111816","5.63000011444092","5.42000007629395","5.19000005722046","4.96999979019165","4.90999984741211","4.96000003814697","5","5.03200006484985",
"Burundi","BDI","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.63999998569489","1.63300001621246","1.62999999523163","1.63399994373322","1.64300000667572","1.64900004863739","1.6599999666214","1.67299997806549","1.68400001525879","1.69700002670288","1.70099997520447","1.70099997520447","1.69700002670288","1.68900001049042","1.67799997329712","1.66499996185303","1.64900004863739","1.63399994373322","1.60399997234344","1.57400000095367","1.54499995708466","1.51499998569489","1.48599994182587","1.57000005245209","1.57099997997284","1.59099996089935","1.55299997329712",
"Belgium","BEL","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.98999977111816","6.69999980926514","8.07999992370605","9.64999961853027","9.34000015258789","9.47999954223633","8.96000003814697","9.31999969482422","8.64999961853027","6.59000015258789","6.17999982833862","6.90999984741211","7.67999982833862","7.3600001335144","8.4399995803833","8.25","7.46000003814697","6.98000001907349","7.90999984741211","8.28999996185303","7.1399998664856","7.53999996185303","8.43000030517578","8.52000045776367","8.47999954223633","7.82999992370605","7.09000015258789",
"Benin","BEN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.50699996948242","1.50999999046326","1.41799998283386","1.33200001716614","1.24199998378754","1.15600001811981","1.06900000572205","0.986000001430511","0.90200001001358","0.819999992847443","0.740000009536743","0.689999997615814","0.751999974250793","0.810999989509583","0.866999983787537","0.921999990940094","0.975000023841858","1.02499997615814","1.07200002670288","1.03999996185303","2.65000009536743","2.64400005340576","2.63700008392334","2.63100004196167","2.62700009346008","2.54399991035461","2.46600008010864",
"Burkina Faso","BFA","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.60899996757507","2.59999990463257","2.6010000705719","2.59999990463257","2.5789999961853","2.55599999427795","2.52600002288818","2.5","2.5550000667572","2.6029999256134","2.65899991989136","2.70700001716614","2.77999997138977","3.375","4","2.32999992370605","3.29999995231628","3.74900007247925","4.19099998474121","4.65199995040894","5.09700012207031","5.54899978637695","6.00299978256226","6.5","6.49399995803833","6.39099979400635","6.30399990081787",
"Bangladesh","BGD","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.20000004768372","2.29800009727478","2.41700005531311","2.51500010490417","2.60700011253357","2.50999999046326","2.71399998664856","2.93899989128113","3.12899994850159","3.26999998092651","3.40799999237061","3.55800008773804","4.32000017166138","4.36199998855591","4.25","3.58999991416931","3.91000008583069","4.23899984359741","5","3.38000011444092","3.65000009536743","3.91400003433228","4.42999982833862","4.42899990081787","4.42700004577637","4.34999990463257","4.36700010299683",
"Bulgaria","BGR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.2439994812012","21.4860000610352","21.3899993896484","20.1700000762939","15.9099998474121","13.75","13.6999998092651","12.1999998092651","14.1000003814697","16.2199993133545","19.9200000762939","18.1100006103516","13.7299995422363","12.039999961853","10.0799999237061","8.94999980926514","6.88000011444092","5.6100001335144","6.82000017166138","10.2799997329712","11.2600002288818","12.2700004577637","12.9399995803833","11.4200000762939","9.14000034332275","7.57000017166138","6.15999984741211",
"Bahrain","BHR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.27900004386902","1.27499997615814","1.28299999237061","1.29999995231628","1.30099999904633","1.30400002002716","1.31599998474121","1.31599998474121","1.31700003147125","1.31400001049042","1.35599994659424","1.35399997234344","1.3309999704361","1.30799996852875","1.27499997615814","1.27100002765656","1.24399995803833","1.20799994468689","1.17599999904633","1.12999999523163","1.23000001907349","1.20000004768372","1.20700001716614","1.21300005912781","1.20899999141693","1.2150000333786","1.20099997520447",
"Bahamas, The","BHS","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.1700000762939","14.8100004196167","12.7200002670288","13.8299999237061","10.8299999237061","11.460000038147","9.76000022888184","7.65000009536743","7.44999980926514","7.18100023269653","6.86999988555908","9.05000019073486","10.8400001525879","10.1999998092651","10.1999998092651","7.59999990463257","7.88000011444092","8.18000030517578","14.25","14.3179998397827","14.5200004577637","14.0200004577637","16.1800003051758","13.8000001907349","12","12.6999998092651","12.5729999542236",
"Bosnia and Herzegovina","BIH","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.5499992370605","18.4890003204346","20.3509998321533","24.19700050354","26.4230003356934","26.0750007629395","26.17799949646","26.3449993133545","26.9909992218018","26.0739994049072","26.423999786377","27.7199993133545","28.2399997711182","29.5189990997314","30.0699996948242","31.1000003814697","28.9300003051758","23.2999992370605","24.0300006866455","27.2000007629395","27.6000003814697","28.0499992370605","27.4500007629395","27.5200004577637","27.6940002441406","25.0599994659424","25.5620002746582",
"Belarus","BLR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.832000017166138","0.58899998664856","0.602999985218048","0.619000017642975","0.630999982357025","0.896000027656555","0.902999997138977","0.893999993801117","0.927999973297119","0.907999992370605","0.899999976158142","0.916999995708466","0.908999979496002","0.899999976158142","0.880999982357025","0.875","0.879000008106232","0.870999991893768","0.899999976158142","1.14999997615814","0.680000007152557","0.620000004768372","0.509999990463257","0.490000009536743","0.493000000715256","0.488000005483627","0.481000006198883",
"Belize","BLZ","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.79999995231628","6.78499984741211","9.77000045776367","11.1000003814697","12.4799995422363","13.8199996948242","12.6800003051758","14.3100004196167","12.8400001525879","10.9549999237061","9.06999969482422","10.039999961853","10.2819995880127","10.5249996185303","11.0100002288818","9.39000034332275","8.51000022888184","8.18000030517578","9.90200042724609","11.4160003662109","12.9309997558594","14.2700004577637","11.6800003051758","11.5699996948242","9.97000026702881","7.90999984741211","9.32999992370605",
"Bermuda","BMU","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.90000009536743","5.51999998092651","5.98999977111816","3.14000010490417","3.69000005722046","5.23000001907349","2.07999992370605","3.10500001907349","4.13000011444092","4.46999979019165","5.40000009536743","5.40000009536743","4.84999990463257","4.30000019073486","5.07999992370605","4.46000003814697","4.90999984741211","2.59999990463257","2.85999989509583","2.53999996185303","2.22000002861023","2.04999995231628","2.39000010490417","2.00999999046326","3.0699999332428","3.05999994277954","3.14800000190735",
"Brazil","BRA","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.64599990844727","6.42000007629395","6.03000020980835","6.09700012207031","5.94999980926514","6.76999998092651","7.67999982833862","8.89999961853027","9.60999965667725","9.79500007629395","9.35000038146973","9.10999965667725","9.72999954223633","8.89000034332275","9.3100004196167","8.39000034332275","8.09000015258789","7.6269998550415","8.27999973297119","7.25699996948242","6.69000005722046","7.19000005722046","6.98999977111816","6.67000007629395","8.4399995803833","11.6099996566772","13.3199996948242",
"Barbados","BRB","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.9610004425049","22.9400005340576","24.5400009155273","22.9799995422363","19.6599998474121","14.710000038147","14.6099996566772","12.3999996185303","10.6099996566772","9.35000038146973","9.85000038146973","10.3199996948242","11","9.75","9.0600004196167","8.72000026702881","7.44999980926514","8.06999969482422","10.0200004577637","10.6899995803833","11.1400003433228","11.5799999237061","11.5500001907349","12.1700000762939","11.3500003814697","9.72000026702881","9.6870002746582",
"Brunei Darussalam","BRN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.69999980926514","4.86100006103516","4.90700006484985","5.03299999237061","5.125","5.23899984359741","5.30299997329712","5.42899990081787","5.56199979782104","5.60699987411499","5.71600008010864","5.78999996185303","5.83699989318848","5.85599994659424","5.89099979400635","5.99200010299683","5.96700000762939","5.9850001335144","6.04300022125244","6.16400003433228","6.11199998855591","5.99399995803833","5.88100004196167","6.96999979019165","6.83599996566772","6.93499994277954","7.08099985122681",
"Bhutan","BTN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.41199994087219","1.44400000572205","1.432000041008","1.432000041008","1.38100004196167","1.38399994373322","1.39699995517731","1.39999997615814","1.39999997615814","1.71899998188019","1.89999997615814","1.87199997901917","1.79999995231628","2.49000000953674","3.09999990463257","3.13000011444092","3.70000004768372","3.77999997138977","3.96000003814697","3.3199999332428","3.23000001907349","2.04999995231628","2.86999988555908","2.63000011444092","2.45000004768372","2.44199991226196","2.43499994277954",
"Botswana","BWA","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.8199996948242","15.664999961853","17.5100002288818","21.2000007629395","21.3899993896484","21.5799999237061","21.2199993133545","20.8600006103516","18.3700008392334","15.8800001144409","18.5400009155273","21.1700000762939","23.7999992370605","22.2999992370605","20.7999992370605","17.7999992370605","17.3920001983643","16.9850006103516","16.1700000762939","17.8600006103516","17.617000579834","17.4930000305176","17.7180004119873","17.3490009307861","17.0149993896484","17.117000579834","17.3570003509521",
"Central African Republic","CAF","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.17500019073486","6.17600011825562","6.18100023269653","6.19799995422363","6.17999982833862","6.16900014877319","6.20499992370605","6.20300006866455","6.2039999961853","6.19099998474121","6.21000003814697","6.22100019454956","6.21600008010864","6.23899984359741","6.24100017547607","6.25299978256226","6.25799989700317","6.25799989700317","6.26100015640259","6.26599979400635","6.27799987792969","6.2979998588562","6.28700017929077","6.34299993515015","6.39300012588501","6.15999984741211","5.9520001411438",
"Canada","CAN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.3199996948242","11.1999998092651","11.3800001144409","10.3999996185303","9.48999977111816","9.61999988555908","9.10000038146973","8.27999973297119","7.57999992370605","6.82999992370605","7.21999979019165","7.65999984741211","7.57000017166138","7.19000005722046","6.76000022888184","6.32000017166138","6.03999996185303","6.1399998664856","8.34000015258789","8.0600004196167","7.51000022888184","7.28999996185303","7.07000017166138","6.90999984741211","6.90999984741211","7","6.34000015258789",
"Central Europe and the Baltics","CEB","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.9559478379778","11.395484067337","11.9314095424801","12.0108643212009","11.113763316097","10.1699336473049","9.16483048743386","8.95250030136077","10.3869258029911","12.4333546331165","13.231189164859","13.7448742089043","12.9603995681734","12.9366919343714","12.0581702682286","10.1069503316501","7.8106002998841","6.60828350687162","8.49048267358609","9.90308055135096","9.78969969493241","9.97786584781217","10.0482242216558","8.95166218325513","7.81559652497351","6.48679142725377","5.29517953728968",
"Switzerland","CHE","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.77999997138977","2.80999994277954","3.72000002861023","3.88000011444092","3.32999992370605","3.71000003814697","4.19999980926514","3.59999990463257","3.15000009536743","2.67000007629395","2.49000000953674","2.92000007629395","4.11999988555908","4.32000017166138","4.44000005722046","4","3.65000009536743","3.34999990463257","4.11999988555908","4.80999994277954","4.40999984741211","4.48000001907349","4.75","4.82999992370605","4.80000019073486","4.92000007629395","4.80000019073486",
"Channel Islands","CHI","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.2779998779297","10.5920000076294","9.63300037384033","8.9980001449585","9.49899959564209","9.44999980926514","9.14799976348877","9.08100032806396","8.99699974060059","8.83699989318848","9.28800010681152","9.40799999237061","8.95499992370605","9.43400001525879","9.3120002746582","9.48499965667725","9.48499965667725","10.6730003356934","11.1199998855591","9.67199993133545","9.88599967956543","9.91100025177002","9.66399955749512","9.24899959564209","9.5600004196167","9.37800025939941","9.35599994659424",
"Chile","CHL","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.23000001907349","4.34999990463257","4.48999977111816","5.86999988555908","4.69999980926514","6.32999992370605","6.11999988555908","6.34000015258789","9.8100004196167","9.15999984741211","9.13000011444092","8.9399995803833","8.5","8.8100004196167","8","7.69000005722046","7.1399998664856","7.80000019073486","9.6899995803833","8.42000007629395","7.34000015258789","6.65999984741211","6.21000003814697","6.65999984741211","6.51000022888184","6.73999977111816","6.96000003814697",
"China","CHN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.8899998664856","4.3899998664856","4.32999992370605","4.34000015258789","4.55000019073486","4.59000015258789","4.59999990463257","4.73000001907349","4.69999980926514","4.53000020980835","4.53000020980835","4.40999984741211","4.30000019073486","4.30000019073486","4.1399998664856","4","3.75999999046326","4.3600001335144","4.28800010681152","4.19999980926514","4.34000015258789","4.46999979019165","4.53999996185303","4.59299993515015","4.60500001907349","4.64900016784668","4.67500019073486",
"Cote d'Ivoire","CIV","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.69500017166138","6.69999980926514","6.04400014877319","5.38600015640259","4.09999990463257","4.10599994659424","4.1100001335144","4.09999990463257","4.01300001144409","3.92499995231628","3.83800005912781","3.75","3.66400003433228","3.5789999961853","3.49499988555908","3.41000008583069","3.32599997520447","3.24200010299683","3.15899991989136","3.07599997520447","2.9909999370575","2.91400003433228","2.83100008964539","2.74799990653992","2.66499996185303","2.59999990463257","2.59999990463257",
"Cameroon","CMR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.84600019454956","7.86899995803833","7.88100004196167","7.89499998092651","8.00800037384033","8.0600004196167","7.95800018310547","7.83199977874756","7.69199991226196","7.55800008773804","7.46000003814697","6.70300006866455","5.95300006866455","5.23099994659424","4.40000009536743","3.65000009536743","2.90000009536743","3.20300006866455","3.50500011444092","4.1100001335144","4.1729998588562","4.22599983215332","4.27799987792969","4.32000017166138","4.2960000038147","4.26100015640259","4.24200010299683",
"Congo, Dem. Rep.","COD","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.63299989700317","3.63499999046326","3.6340000629425","3.63700008392334","3.65100002288818","3.6470000743866","3.64199995994568","3.64599990844727","3.64499998092651","3.64100003242493","3.65199995040894","3.66499996185303","3.67400002479553","3.67899990081787","3.6800000667572","3.68600010871887","3.69000005722046","3.69300007820129","3.6949999332428","3.69700002670288","3.70099997520447","3.70499992370605","3.70700001716614","3.70799994468689","3.70700001716614","3.69199991226196","3.69400000572205",
"Congo, Rep.","COG","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.5230007171631","20.4890003204346","20.4150009155273","20.3400001525879","20.3139991760254","20.2830009460449","20.2089996337891","20.1830005645752","20.0830001831055","20.0590000152588","20.0109996795654","19.9680004119873","19.8859996795654","19.8360004425049","19.7999992370605","18.8209991455078","17.8139991760254","16.878999710083","16.1000003814697","14.5539999008179","13.0640001296997","10","10.003999710083","9.9980001449585","10.0249996185303","10.4209995269775","10.9469995498657",
"Colombia","COL","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.1199998855591","9.4399995803833","7.80000019073486","8.25","8.72000026702881","11.8100004196167","12.1400003433228","15","20.0599994659424","20.5200004577637","15.039999961853","15.6300001144409","14.1899995803833","13.7200002670288","11.8699998855591","12.6999998092651","11.1999998092651","11.2700004577637","12.0699996948242","10.8800001144409","10.1899995803833","9.8100004196167","9.1899995803833","8.52999973297119","8.23999977111816","8.35000038146973","8.85000038146973",
"Comoros","COM","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.75500011444092","4.75099992752075","4.74499988555908","4.73199987411499","4.71799993515015","4.70599985122681","4.69099998474121","4.67600011825562","4.65799999237061","4.64200019836426","4.62599992752075","4.60799980163574","4.59000015258789","4.57000017166138","4.53599977493286","4.52600002288818","4.50699996948242","4.4850001335144","4.46099996566772","4.43900012969971","4.42000007629395","4.39900016784668","4.37799978256226","4.36199998855591","4.34499979019165","4.34700012207031","4.34100008010864",
"Cabo Verde","CPV","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.8339996337891","11.7790002822876","11.7309999465942","11.6770000457764","11.6319999694824","11.5869998931885","11.5600004196167","11.5410003662109","11.5299997329712","11.5139999389648","11.4720001220703","11.4280004501343","11.3809995651245","11.3140001296997","11.2390003204346","11.1370000839233","11.0270004272461","10.9079999923706","10.7829999923706","10.6700000762939","10.5769996643066","10.5069999694824","10.4250001907349","10.3479995727539","10.2749996185303","10.3249998092651","10.33899974823",
"Costa Rica","CRI","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.36999988555908","3.9300000667572","3.95000004768372","4.03999996185303","5.17999982833862","6.15999984741211","5.67999982833862","5.32999992370605","5.8899998664856","5.07999992370605","5.90999984741211","6.32999992370605","6.55999994277954","6.3899998664856","6.57000017166138","5.73999977111816","4.48999977111816","4.78000020980835","7.71000003814697","8.92000007629395","10.1800003051758","9.89999961853027","8.96000003814697","9.11999988555908","9.26000022888184","8.97999954223633","8.14000034332275",
"Caribbean small states","CSS","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.2329660061921","16.1749007079628","16.5835747540912","15.7077849776956","15.3602111497526","14.9288163348833","14.7894527660362","14.275595735691","13.9455232281073","13.4900286281729","12.6247689477214","12.6067083499556","11.6436323226889","10.834415665649","10.5241219370828","9.07742140455539","8.61276530301174","8.99861786630135","10.2076491249137","10.9252160129201","10.8103872410215","11.4755255122108","11.7913775647956","11.1456231534928","10.9295625884873","10.8594959025457","10.7139233200345",
