"Data Source","World Development Indicators",

"Last Updated Date","2018-10-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Micronesia, Fed. Sts.","FSM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.2087173461914","","","","","","","","","","","","","","","","","","","88.5041427612305","","","","","",
"United Kingdom","GBR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Georgia","GEO","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8254165649414","","","","","","","","","","","","99.7026062011719","","","",
"Ghana","GHA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.6630630493164","","","","","","","","","","85.7161483764648","","","","","","","",
"Gibraltar","GIB","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.7163906097412","","","","","","","47.0912590026855","","","","","","","31.4064197540283","","","","46.295051574707","","","",
"Gambia, The","GMB","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.5550193786621","","","","","","","","","","","","","60.7779006958008","","","","",
"Guinea-Bissau","GNB","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","36.4014205932617","","","","","","","","","","","","","","","","","","","","","59.4928512573242","","","","","","","","","","","","","","60.4023513793945","","","",
"Equatorial Guinea","GNQ","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.1313705444336","","","","","","","","","","","","","","","","","",
"Greece","GRC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","98.9670486450195","","","","","","","","","","98.9839935302734","","","","","","","","","","98.9405288696289","","","","99.529182434082","","99.5619201660156","","99.4910888671875","","98.6945724487305","","","","","","",
"Grenada","GRD","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","98.9623565673828","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","",
"Guatemala","GTM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.9882125854492","","","","","","","","82.2202606201172","","","","","","","","","","93.6534729003906","91.851921081543","94.354248046875","","","",
"Guam","GUM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.0989379882813","","","","","96.6896667480469","","","",
"High income","HIC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.9427185058594","","","","","","93.9243087768555","","","95.1506881713867","95.9250030517578","94.9809494018555","95.0664901733398","95.6770706176758","96.0075073242188","96.1265411376953","",
"Heavily indebted poor countries (HIPC)","HPC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","57.2727","57.87261","57.99708","58.53423","58.8803","58.53649","58.16323","58.20974","58.25696","58.06184","58.31913","58.76228","58.57262","59.4107","59.98083","60.48697","62.18537","62.97682","64.76466","63.95942","63.01176","64.47951","64.15242","65.11388","65.87177","68.37217","69.96781","70.6169","71.74774","72.49794","73.19111","",
"Croatia","HRV","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.6358871459961","","","","","","","","","","99.6486434936523","","","","","","","","","","99.7236328125","","","","","","",
"Haiti","HTI","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","51.153018951416","","","","","","","","","","","","","","","","","","","","","81.6163330078125","","","72.3467178344727","","","","","","","","","","","",
"Hungary","HUN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","99.3711471557617","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IBRD only","IBD","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","75.96629","76.02193","76.30615","77.10245","77.88761","78.61915","79.2922","80.06481","80.62603","81.30795","81.89682","82.47203","83.36244","84.09282","84.55394","85.04101","85.37856","85.73127","85.93574","86.21711","86.53104","86.88394","88.09022","89.08407","89.40626","90.17845","90.16673","90.61998","91.17331","91.97405","92.35351","92.55704","93.21721","93.77178","93.86101","93.87575","94.15329","94.49673","94.76112","95.0673","95.28491","95.50361","",
"IDA & IBRD total","IBT","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","72.79394","72.83964","73.08315","73.72843","74.36104","74.94406","75.48657","76.13439","76.61502","77.19684","77.70681","78.17274","78.93777","79.67522","80.11069","80.54019","80.74368","81.11788","81.36171","81.62858","81.89571","82.21806","83.176","84.05863","84.44642","84.80422","84.88282","85.46983","86.06222","86.93594","87.10323","87.29179","87.49688","88.19384","88.3327","88.38374","88.33528","89.41282","89.55896","89.86677","90.06485","90.2622","",
"IDA total","IDA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","59.85298","59.98344","60.07546","60.27367","60.47226","60.7083","60.99326","61.12101","61.52056","62.46267","63.03777","63.55608","63.61457","64.47067","65.28469","65.93846","66.47745","67.07154","67.62667","68.54463","69.45352","68.8212","69.33164","70.40752","71.17577","72.33607","72.00935","72.29841","71.40384","72.74257","73.31692","73.82253","73.31824","76.70057","76.99464","77.73268","78.27174","78.76141","",
"IDA blend","IDB","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","69.00077","69.20641","69.34083","69.41213","69.45612","69.46687","69.44182","69.51573","69.59866","69.71249","69.55867","69.92374","70.32086","70.71053","71.18731","71.46907","73.28735","74.83626","75.51542","76.18136","76.99228","77.59426","78.10174","78.75586","75.78858","76.26982","76.60151","77.08989","77.6561","77.97136","79.37481","78.36094","78.75788","79.00325","79.18276","79.20197","79.94599","79.73718","80.20526","80.6735","81.11857","",
"Indonesia","IDN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","85.4370880126953","","","","","","","","","","96.2075576782227","","","","","","","","","","","","","","98.7054595947266","","96.6510391235352","","99.4601135253906","99.4737396240234","","98.7779998779297","","","99.6802215576172","99.6700668334961","99.6688079833984","",
"IDA only","IDX","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","54.43774","54.74386","55.10785","55.53085","55.85577","56.29857","57.6005","58.31243","58.88025","58.82772","59.12507","59.52119","60.18528","60.67234","61.15854","61.7073","62.8884","63.96486","64.72138","65.25575","66.7749","67.71247","69.22524","68.52975","68.1781","67.36475","69.2641","70.04818","70.76771","70.0095","74.9028","75.49994","76.40743","77.00549","77.53906","",
"Isle of Man","IMN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","53.7845687866211","","","","","","","","","","61.9002799987793","","","","","","","","","","76.4256973266602","","","","","81.130859375","","","","","86.1448822021484","","","","","","",
"Not classified","INX","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iran, Islamic Rep.","IRN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","56.4538612365723","","","","","","","","","","75.2049026489258","","","","","86.9742584228516","","","","","93.0282974243164","","","","","","","","","97.4315338134766","96.6437072753906","","97.8714294433594","","","","98.0143966674805","97.7772979736328","97.9378662109375","","","",
"Iraq","IRQ","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.7967987060547","","","","","","","","","","","","","52.3188896179199","","","","",
"Iceland","ISL","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","98.562858581543","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Italy","ITA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","99.6433792114258","","","","","","","","","","","","","","","","","","","","99.8121337890625","","","","","","","","","","99.8596420288086","","","","","","",
"Jamaica","JAM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.6034088134766","","","","","","","","","","","","","","","","","","",
"Jordan","JOR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","90.5084915161133","","","","","","","","","","","","","","","","","","","","","","","","99.1325912475586","","98.9753875732422","","98.9493408203125","","","98.7623519897461","99.148681640625","99.1057205200195","","","","","",
"Japan","JPN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kazakhstan","KAZ","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.7257232666016","","","","","","","","","","99.8451309204102","","","","","","","","","","99.8345108032227","99.8973617553711","","","","","","","",
"Kenya","KEN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.5281829833984","","","","","","","82.3904724121094","","","","","","","86.5256271362305","","","",
"Kyrgyz Republic","KGZ","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.6956329345703","","","","","","","","","","99.7518463134766","","","","","","","","",
"Cambodia","KHM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.3182067871094","","","","","","83.3828582763672","","","","87.4713821411133","87.1324615478516","","","","","","","","",
"Kiribati","KIR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kuwait","KWT","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","72.2221603393555","","","","","78.9754409790039","","","","","87.4560623168945","","","","","","","","","","92.0430603027344","","","","","","","","","","99.7333602905273","98.5121688842773","98.4472274780273","98.6433486938477","","98.8991088867188","","98.7822570800781","99.1537475585938","","99.2590866088867","","",
"Latin America & Caribbean (excluding high income)","LAC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","87.22838","87.23723","87.51481","87.80406","88.10409","88.2933","88.37478","88.57736","88.76471","88.95547","89.15004","89.35462","89.54563","89.74372","90.07556","90.39167","90.67264","91.32496","91.98104","92.6215","93.24714","93.87154","94.19289","94.29293","94.58632","94.77691","94.98731","95.10023","95.49529","96.27159","96.40113","96.58185","96.67177","96.8806","97.03575","97.34487","97.27695","97.69769","97.8823","97.84325","98.19488","98.26297","98.33579","",
"Lao PDR","LAO","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.1336288452148","","","","","80.5985565185547","78.4579925537109","","","","83.9310607910156","","","","","","72.0562286376953","","","","","","",
"Lebanon","LBN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.7147903442383","","99.2433471679688","","","","","","","","",
"Liberia","LBR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","47.6337890625","","","","","","","","","","","","","","","","","","","","","","","49.0741081237793","","","","","","","","","","",
"Libya","LBY","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","89.3378982543945","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","87.73062","87.73514","87.99454","88.26524","88.54978","88.72833","88.80362","88.99201","89.16328","89.34103","89.52258","89.71369","89.89201","90.07861","90.3881","90.7224","90.98502","91.60242","92.22322","92.82886","93.42353","94.01838","94.32476","94.4195","94.69981","94.88578","95.08874","95.20647","95.59386","96.3501","96.48461","96.66789","96.7571","96.962","97.11321","97.4039","97.34624","97.758","97.93556","97.88853","98.22717","98.29396","98.36467","",
"Least developed countries: UN classification","LDC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","51.18177","51.58498","51.93042","52.31784","52.76323","53.0866","53.53674","54.96548","55.6934","56.28644","56.17758","56.45978","56.8543","57.55457","58.45505","58.94068","59.48979","60.75371","61.88979","62.39391","62.87496","64.54216","65.52872","67.17042","66.91491","66.44905","65.34177","67.38656","68.64402","69.41661","68.5641","73.96344","74.60682","75.49648","76.13063","76.7","",
"Low income","LIC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","54.98174","55.52558","56.30193","56.99428","57.66562","58.13337","57.71357","57.33725","57.31588","57.30135","57.68343","57.82226","58.17324","57.84759","58.10832","58.17298","58.56096","60.44613","61.10134","63.02282","62.12023","62.42641","63.81583","63.26022","64.95939","65.30864","68.01847","69.77708","70.41738","71.46601","72.17959","72.87411","",
"Liechtenstein","LIE","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","91.043342590332","","","","","","","","","","","","","","","","","","","","95.5886306762695","","","","","97.4840621948242","","97.9817962646484","","98.1579284667969","","","","","","","",
"Lower middle income","LMC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","61.45252","61.55805","62.10134","62.59348","63.02847","63.37115","63.65513","64.11843","64.49513","64.92663","65.38658","65.83512","67.03021","67.49217","68.40486","69.27228","70.00286","71.19581","72.05531","72.97616","73.78002","74.63382","75.36533","77.57955","78.53645","78.69819","79.4355","80.16909","80.99621","81.72955","82.21022","82.58007","82.65828","84.28148","84.74441","85.05224","84.65561","86.79417","87.34694","88.06457","88.63442","89.14103","",
"Low & middle income","LMY","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","72.54312","72.60344","72.86575","73.5342","74.18997","74.79502","75.35913","76.02711","76.5245","77.12163","77.64474","78.12077","78.89537","79.63986","80.07409","80.50263","80.70247","81.07079","81.30696","81.56601","81.8263","82.1435","83.10013","83.98278","84.36953","84.72832","84.80817","85.40178","86.00054","86.88184","87.05324","87.24573","87.45449","88.15679","88.29962","88.35278","88.30612","89.38869","89.53818","89.84851","90.04866","90.24796","",
"Lesotho","LSO","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.9269027709961","","","","","","","","","83.1944122314453","","","","","86.6322021484375","","","",
"Late-demographic dividend","LTE","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","85.89121","85.90631","86.83772","87.73469","88.59727","89.32998","90.074","90.47916","91.00575","91.49197","91.90911","92.35355","93.46811","93.58923","93.71039","93.80094","93.84736","93.90194","93.94673","94.01043","94.22626","96.24627","96.34587","96.44998","97.46248","96.75192","96.91601","97.24966","98.19997","98.32633","98.45751","98.75206","98.82173","98.85097","98.84958","98.98312","99.17902","99.24904","99.29045","99.3226","99.37551","",
"Lithuania","LTU","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.6737594604492","","","","","","","","","","","","99.7016677856445","","","","","","","","","","99.8557968139648","","","","","","",
"Luxembourg","LUX","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latvia","LVA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.7844085693359","","","","","","","","","","","99.7502593994141","","","","","","","","","","","99.8354263305664","","","","","","",
"Macao SAR, China","MAC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","94.7031173706055","","","","","","","","","","","","","","","","","","","","99.6335372924805","","","","","99.6442413330078","","","","","99.6728973388672","","","","","99.7987365722656","",
"St. Martin (French part)","MAF","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","44.137939453125","","","","","","","","","","","","58.4348907470703","","","","","","","","","","70.4575881958008","","","","77.8629608154297","79.4736862182617","","81.5100708007813","91.2209625244141","","","","","",
"Monaco","MCO","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.7293472290039","","","","","","","","","","","99.5250778198242","","","","","","","","","","","","99.4561614990234","","","","","",
"Madagascar","MDG","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.2362213134766","","","","","","","","","64.9402465820313","","","76.8291625976563","","","","","",
"Maldives","MDV","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","85.6089782714844","","","","","","","","95.5361862182617","","","","","98.1996231079102","","","","","98.1701202392578","","","","","98.1701202392578","","","","","","99.3010101318359","","","","","","","","99.2683792114258","","","",
"Middle East & North Africa","MEA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","59.12901","59.76483","60.42571","61.01281","61.80474","62.56721","63.34854","64.23187","65.20127","66.11272","67.30865","68.65414","69.9999","71.51162","72.56472","73.84639","75.03586","77.36872","78.89835","79.90888","79.85488","80.74749","82.03662","83.00502","83.77116","84.42137","85.10294","85.72848","86.51337","87.41174","88.4088","88.98282","89.44962","89.48","90.08983","90.80394","88.50374","88.78885","88.83592","89.78959","90.36351","90.57402","90.70042","90.81532","",
"Mexico","MEX","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","91.9471969604492","","","","","","","","","","95.4182434082031","","","","","","","","","","96.6122817993164","","97.6045837402344","","97.5644378662109","97.6358413696289","97.8956604003906","98.1560897827148","98.3823013305664","98.524658203125","98.4345169067383","98.4617691040039","98.8754196166992","98.5644989013672","99.0000381469727","98.944709777832","","",
"Marshall Islands","MHL","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.4587783813477","","","","","","",
"Middle income","MIC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","74.27923","74.31284","74.55996","75.2376","75.89926","76.508","77.06015","77.72594","78.21062","78.80343","79.31728","79.79602","80.58535","81.35517","81.79809","82.25521","82.54024","83.01004","83.31312","83.64404","83.94414","84.32036","85.37972","86.42401","86.86949","87.29756","87.3778","87.86907","88.48467","89.28738","89.60127","89.82175","89.95332","90.84678","90.88876","90.99009","90.70929","91.80463","91.99458","92.31065","92.53836","92.75883","",
"Macedonia, FYR","MKD","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.8611679077148","","","","","","","","98.7426986694336","","","","","","","","","","","","","","","",
"Mali","MLI","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","19.6462306976318","","","","","","","","","","","","","","","","","","","","","","24.1866703033447","","","","","","","","38.8161201477051","","","","44.3017082214355","47.1369781494141","","","","49.3665313720703","","",
"Malta","MLT","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","97.8669586181641","","","","","","","","","","96.0322723388672","","","","","","","","","","98.2650299072266","","","","","","98.8819427490234","","","","","","",
"Myanmar","MMR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","84.8970718383789","","","","","","","","","","","","","","","","","94.586311340332","","","","","","","","","","","","","","","","84.7511596679688","",
"Middle East & North Africa (excluding high income)","MNA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","55.98663","56.68699","57.3774","58.09504","58.70554","59.54664","60.36334","61.21223","62.1765","63.17554","64.08572","65.3678","66.80737","68.26878","69.86512","70.96545","72.2489","73.45177","75.94729","77.55077","78.69389","78.55717","79.51053","80.89978","81.88894","82.6771","83.20868","83.9457","84.62996","85.44599","86.39521","87.57183","88.16423","88.63787","88.58721","89.18851","89.93408","87.26032","87.54118","87.44924","88.47996","89.09775","89.32869","89.47768","89.57807","",
"Montenegro","MNE","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","98.7301406860352","","","","","","","","","","99.1458587646484","","","","","","","","","","","","99.410270690918","","","","","","","","99.2118225097656","","","","","","",
"Mongolia","MNG","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.7101211547852","","","","","","","","","","98.4602508544922","","","","","","","",
"Northern Mariana Islands","MNP","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","43.644359588623","","","","","","","","","","","","","","","","","46.9700012207031","","","","","","61.8928909301758","","","","","","67.1496429443359","","","","","","","","",
"Mauritania","MRT","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.3366508483887","","","","","","","56.122428894043","","","","","","","","","","",
"Mauritius","MUS","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.1919937133789","","","","","","","","","","94.5389633178711","","","","","","","","","","","98.1303482055664","","","","","","",
