"Data Source","World Development Indicators",

"Last Updated Date","2018-10-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Antigua and Barbuda","ATG","Population density (people per sq. km of land area)","EN.POP.DNST","","127.6","129.872727272727","132.486363636364","135.281818181818","138.138636363636","141.043181818182","144","146.943181818182","149.795454545455","152.495454545455","154.972727272727","157.218181818182","159.240909090909","161.086363636364","162.747727272727","164.284090909091","165.625","166.645454545455","167.109090909091","166.913636363636","166.059090909091","164.654545454545","162.815909090909","160.738636363636","158.595454545455","156.384090909091","154.193181818182","152.404545454545","151.425","151.581818181818","152.970454545455","155.515909090909","158.95","162.997727272727","167.315909090909","171.881818181818","176.679545454545","181.479545454545","185.979545454545","189.963636363636","193.311363636364","196.059090909091","198.393181818182","200.584090909091","202.847727272727","205.229545454545","207.684090909091","210.177272727273","212.684090909091","215.138636363636","217.543181818182","219.947727272727","222.327272727273","224.715909090909","227.097727272727","229.461363636364","231.845454545455",
"Australia","AUS","Population density (people per sq. km of land area)","EN.POP.DNST","","1.36456529945459","1.39827916118871","1.42535438605626","1.45360113507673","1.48236856149851","1.51660310063392","1.53586816448199","1.56320372805019","1.59626674303269","1.62802806451193","1.68400088515158","1.71524152922953","1.74166590734546","1.78631399450685","1.80844278406206","1.82666649310753","1.84736341980917","1.86897153196308","1.88927795061375","1.91244809497156","1.94303789229788","1.9757103992294","2.00057274514143","2.02335238144826","2.05120862241777","2.08510472124234","2.11706129674707","2.1519857334392","2.18871952410086","2.22135298022728","2.24984705101337","2.2773127839319","2.29970191218776","2.32417375004881","2.35242049906929","2.38353097379691","2.41034585996381","2.43559871392682","2.46358512424664","2.49313356677037","2.52697759785481","2.55800997097223","2.58977129245148","2.61997058172683","2.65477786600367","2.69423219608711","2.71111516082423","2.76599455892116","2.82359449643987","2.86785858401781","2.90798641031983","2.96037319552738","3.0128868958515","3.0595183734038","3.10464105801648","3.15150527836716","3.20202712729261",
"Austria","AUT","Population density (people per sq. km of land area)","EN.POP.DNST","","85.8113223540809","86.3388713974328","86.8952651973844","87.4763986437394","88.0466093485105","88.6663356744975","89.331533058852","89.7965972390409","90.1072293533543","90.4224509566481","90.8268588035844","91.3562727052555","91.8638290142892","92.0203196899976","91.7764955194963","91.6144950351175","91.6496730443207","91.5755025429886","91.4195325744732","91.4196294502301","91.6530636958101","91.7188181157665","91.5707193024946","91.5649551949625","91.6079559215306","91.6661903608622","91.7242189392105","91.8541656575442","92.2689149915234","92.9746912085251","93.9076168563817","94.9468273189634","95.7330225236135","96.1021797045289","96.2494308549285","96.3794744490191","96.4887503027367","96.5946839428433","96.7828045531606","97.0158149673044","97.3879026398644","97.8682126422863","98.3461249697263","98.9581738919835","99.6346451925406","100.128856866069","100.456380634067","100.771343457095","101.035663251714","101.28742536726","101.641731568174","102.114870266735","102.747125322606","103.563321740606","104.730790203943","105.869490929801","106.748567066151",
"Azerbaijan","AZE","Population density (people per sq. km of land area)","EN.POP.DNST","","48.4314503046253","50.1270774000505","51.8539240780129","53.5550308230289","55.1883629546847","56.7375055577586","58.2076979463331","59.606030017905","60.9482437482726","62.2471970871336","63.5030342357932","64.7135441075742","65.888989028684","67.0425153514306","68.1848300227117","69.3214607592199","70.455964526479","71.5950947522742","72.7452924282298","73.9120372039367","75.0966749582417","76.3012124926397","77.5331482749919","78.8010262326207","80.1092925724311","81.4573104053258","82.8376413473208","84.2380282874893","85.6422485790163","86.0280952209284","87.3739740677986","88.7078361392504","90.0657317615391","91.2914428542245","92.3489190910511","93.2862275736929","94.1904899239338","95.2317912675107","96.5207665800133","97.434779976999","98.1937920681807","98.9124645960929","99.6237235638581","100.475372556609","101.522501814662","102.672531674674","103.853368672016","106.059762547351","108.291290455327","109.542344173442","110.976336228798","112.460790244139","113.923480806688","115.348813858679","116.731076781631","118.043284177927","119.308868538524",
"Burundi","BDI","Population density (people per sq. km of land area)","EN.POP.DNST","","110.578894080997","112.681814641745","114.872507788162","117.245288161994","119.854984423676","122.769587227414","125.935475077882","129.136799065421","132.077609034268","134.564096573209","136.502764797508","138.008060747664","139.349299065421","140.910630841122","142.970950155763","145.62535046729","148.8003894081","152.405295950156","156.281542056075","160.31218847352","164.454633956386","168.745560747664","173.23707165109","178.009813084112","183.102258566978","188.534462616822","194.226479750779","199.998286604361","205.608411214953","210.880646417445","215.811838006231","220.449338006231","224.742912772586","228.645132398754","232.167367601246","235.245794392523","238.010007788162","240.901557632399","244.507009345794","249.248676012461","255.289291277259","262.522157320872","270.759852024922","279.690459501558","289.068886292835","298.883878504673","309.173403426791","319.792211838006","330.569742990654","341.391355140187","352.161526479751","362.917056074766","373.839018691589","385.194314641745","397.167834890966","409.817640186916","423.0625",
"Belgium","BEL","Population density (people per sq. km of land area)","EN.POP.DNST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","338.548546895641","339.71499339498","341.241248348745","342.672820343461","344.159081902246","346.057364597094","348.347357992074","350.914795244386","353.697919418758","356.555250990753","359.827807133421","364.85284015852","367.51142668428","369.313639365918","370.180217965654","372.33143989432","374.221334214003","375.563672391017",
"Benin","BEN","Population density (people per sq. km of land area)","EN.POP.DNST","","21.8682777580702","22.1966654842143","22.5510730755587","22.9333540262504","23.3447676481022","23.7864402270309","24.2577775807024","24.7569173465768","25.2807821922668","25.8277758070238","26.3974104292302","26.991548421426","27.6132937211777","28.2672224192976","28.956766583895","29.6840457609081","30.4490865555161","31.2516672578929","32.0905108194395","32.9652802412203","33.8783965945371","34.832511528911","35.8278556225612","36.8643047179851","37.943428520752","39.0608903866619","40.220494856332","41.4406881873005","42.7457963816956","44.1512593118127","45.6677811280596","47.2845246541327","48.969164597375","50.6759489180561","52.3728095069173","54.0462841433132","55.7080436324938","57.3808531394111","59.0998403689252","60.8899521106775","62.7592497339482","64.6984214260376","66.6952376729337","68.730081589216","70.7895086910252","72.8706633557999","74.9804097197588","77.1276693863072","79.3251684994679","81.5826445548067","83.9021106775452","86.2820148989003","88.7234036892515","91.2266051791415","93.7916991841078","96.4198119900674","99.1104292302235",
"Burkina Faso","BFA","Population density (people per sq. km of land area)","EN.POP.DNST","","17.8895467836257","18.1298464912281","18.3765387426901","18.6362938596491","18.9139985380117","19.2118530701754","19.5285782163743","19.8612609649123","20.2053143274854","20.5577485380117","20.9187902046784","21.2908369883041","21.6757419590643","22.076173245614","22.4946820175439","22.9314217836257","23.3879203216374","23.8699524853801","24.3847076023392","24.9372916666667","25.5305555555556","26.1632127192982","26.830793128655","27.5264692982456","28.245274122807","28.9864546783626","29.7517288011696","30.5420504385965","31.3590021929825","32.2040716374269","33.0777923976608","33.9806761695906","34.9140204678363","35.8793421052632","36.8782090643275","37.9120796783626","38.9822587719298","40.090365497076","41.237942251462","42.4266885964912","43.6571162280702","44.9309210526316","46.2522697368421","47.6263486842105","49.0567616959064","50.5452375730994","52.0907200292398","53.690519005848","55.340274122807","57.0366118421053","58.7788888888889","60.5673099415205","62.4003033625731","64.2762317251462","66.1938011695906","68.1521673976608","70.15125",
"Bangladesh","BGD","Population density (people per sq. km of land area)","EN.POP.DNST","","380.984881309057","392.026864869017","403.567772912345","415.833909502958","428.931689329339","443.058999769532","458.021579472997","473.069624337405","487.189014365829","499.713989398479","510.292263962511","519.301451947453","527.703656756549","536.870400245832","547.790758239226","560.798463547668","575.600338019513","591.79416148114","608.717646155028","625.880464008604","643.168687101483","660.730821233771","678.63748943689","697.029745717139","715.985749404625","735.518406698932","755.50287316586","775.718836905585","795.876407774449","815.768932933856","835.272582008143","854.436029807175","873.435807021587","892.542575094108","911.937243604517","931.625144042406","951.483752016594","971.406353230391","991.239847891219","1010.84153798878","1030.24629330875","1049.40206652839","1067.98034109242","1085.56110470923","1101.87524775294","1116.75504340478","1130.36176538373","1143.16519935469","1155.83243450872","1168.84921256818","1182.39161097027","1196.33596834908","1210.50389490666","1224.59306291772","1238.38738572636","1251.83652147192","1265.03611431205",
"Bulgaria","BGR","Population density (people per sq. km of land area)","EN.POP.DNST","","71.798951459821","72.4301364910061","73.0194793455663","73.6178251830426","74.1586188194884","74.6457290065986","75.1172918738136","75.6540088583567","76.2376570550484","76.7384434601826","77.1616650094911","77.5214679562506","77.9261231130796","78.4483865136039","78.8280032540902","79.1701979571545","79.5822380909337","79.6712645756124","79.7789026484679","80.1006508180421","80.3680466419597","80.6061375757028","80.8075386423212","80.9968272620446","80.9956340956341","80.9741571002441","81.0933652716261","81.1845430714996","80.2401880141011","78.8058302449607","78.0291693030823","77.1957335261683","76.5824188737232","76.3227967097532","75.9836120401338","75.5927506101419","75.1339419687246","74.6342402603272","74.216975503932","73.8513242339329","72.3957516044473","72.0327297794118","71.4841132665257","70.953107760206","70.4986377025037","69.9716652858326","69.4718534204954","68.98592210662","68.5744565217391","68.1245302137067","67.6890935887988","67.2981577008106","66.922577376566","66.5432756079587","66.1200350036846","65.6579034635225","65.1804624170965",
"Bahrain","BHR","Population density (people per sq. km of land area)","EN.POP.DNST","","243.324637681159","250.933333333333","258.173913043478","265.053623188406","271.639130434783","277.942028985507","284.149275362319","290.801449275362","298.613043478261","308.123188405797","319.292753623188","332.108695652174","347.140579710145","365.088405797101","386.294202898551","411.234782608696","439.384057971015","468.801449275362","496.808695652174","521.576811594203","542.202898550725","559.347826086957","574.571014492754","590.184057971014","607.869565217391","628.234782608696","650.685507246377","674.205797101449","697.231884057971","718.740579710145","738.789855072464","736.742253521127","755.229577464789","774.067605633803","793.942253521127","815.025352112676","837.929577464789","864.369014084507","896.542253521127","936.076056338028","982.46338028169","1035.41971830986","1081.54305555556","1136.77808219178","1201.57837837838","1295.15405405405","1381.188","1466.56578947368","1559.24868421053","1628.42782152231","1666.58279009126","1688.59350649351","1708.32597402597","1733.32944228275","1779.31906614786","1848.47081712062","1935.90661478599",
"Bahamas, The","BHS","Population density (people per sq. km of land area)","EN.POP.DNST","","11.4993006993007","12.0962037962038","12.7205794205794","13.3564435564436","13.9914085914086","14.621978021978","15.2456543456543","15.8468531468531","16.4083916083916","16.9184815184815","17.3689310689311","17.7661338661339","18.1306693306693","18.4914085914086","18.8693306693307","19.2709290709291","19.6914085914086","20.1311688311688","20.5826173826174","21.0450549450549","21.5180819180819","22.0054945054945","22.4962037962038","22.9785214785215","23.4452547452547","23.8892107892108","24.314985014985","24.7331668331668","25.1597402597403","25.607992007992","26.0855144855145","26.5868131868132","27.0894105894106","27.5619380619381","27.987012987013","28.3506493506494","28.6683316683317","28.977022977023","29.3278721278721","29.7592407592408","30.2832167832168","30.8848151848152","31.5430569430569","32.2203796203796","32.892007992008","33.5494505494505","34.1986013986014","34.8327672327672","35.4501498501498","36.0471528471528","36.6201798201798","37.1667332667333","37.6863136863137","38.1787212787213","38.6451548451548","39.0841158841159","39.4966033966034",
"Bosnia and Herzegovina","BIH","Population density (people per sq. km of land area)","EN.POP.DNST","","64.4823921568627","65.7495294117647","67.0112549019608","68.2155882352941","69.3262745098039","70.3261568627451","71.2288039215686","72.0676862745098","72.8914901960784","73.7358235294118","74.613431372549","75.5127647058823","76.4167647058824","77.2984901960784","78.1392745098039","78.9267647058823","79.6704117647059","80.3990196078431","81.1533137254902","81.9579411764706","82.7943333333333","83.6335294117647","84.4726666666667","85.3087450980392","86.1201960784314","86.9706666666667","87.8140980392157","88.3932549019608","88.3657450980392","87.5180784313725","85.7177058823529","82.7959765625","79.84373046875","77.1253125","75.0725","73.8355078125","73.28966796875","73.25166015625","73.4202734375","73.5684765625","73.657890625","73.74623046875","73.81341796875","73.85326171875","73.8580078125","73.817734375","73.7109375","73.50779296875","73.17501953125","72.696953125","72.04814453125","71.25390625","70.41013671875","69.6484765625","69.06173828125","68.6878125","68.49642578125",
"Belarus","BLR","Population density (people per sq. km of land area)","EN.POP.DNST","","40.7770459475449","41.1749556300532","41.5955038453954","42.0243738907513","42.4472490633011","42.8736738315914","43.3131926641688","43.7514888582134","44.1742457109051","44.5671465194242","44.9397357523171","45.3015578781305","45.6382961940446","45.9356339972392","46.1792545848945","46.3961743245908","46.6525340169592","46.9581936501676","47.249063301124","47.5399329520805","47.8702425557089","48.1956221652534","48.5259317688819","48.8562413725104","49.1766909879708","49.5119305856833","49.8471701833958","49.990140011832","50.1380398343522","50.2317097219483","50.2563596923684","50.3648195622165","50.4782094261487","50.4190494971406","50.2563596923684","50.0887398935121","49.8767501478998","49.6401104318675","49.4317590218892","49.1994182606981","48.9476878327746","48.6394911995267","48.3002958142287","47.9766579557221","47.6453926933886","47.3382158698866","47.1215032035485","46.9590192212913","46.8729168721033","46.7746821094135","46.6865704006702","46.6438075994283","46.651209896013","46.6931693854418","46.767611256222","46.826346656153","46.8575969641713",
"Belize","BLZ","Population density (people per sq. km of land area)","EN.POP.DNST","","4.15181937746602","4.26935554581324","4.39123191582639","4.51858833844805","4.65230162209557","4.79381850065761","4.9404647084612","5.08816308636563","5.22845243314336","5.3565103024989","5.47097764138536","5.57430951337133","5.66830337571241","5.75655414291977","5.84217448487505","5.92490135905305","6.00565541429198","6.09228408592722","6.19487067075844","6.31981587023235","6.46935554581324","6.64182376150811","6.83130206049978","7.02967996492766","7.23020604997808","7.43393248575186","7.64226216571679","7.84866286716353","8.04335817623849","8.2223586146427","8.37904427882508","8.51893906181499","8.66356861025866","8.84147303814117","9.07334502411223","9.36764576939939","9.71530030688295","10.0957474791758","10.4790004384042","10.8423936869794","11.1786058746164","11.4952213941254","11.7987724682157","12.1038579570364","12.4189829022359","12.7464708461201","13.0822884699693","13.4224024550636","13.762779482683","14.0994300745287","14.4319158263919","14.76111354669","15.089039894783","15.4184129767646","15.7513371328365","16.0874177992109","16.4261727312582",
"Bermuda","BMU","Population density (people per sq. km of land area)","EN.POP.DNST","","910","932","954","978","1002","1020","1040","1060","1080","1100","1092","1084","1076","1068","1060","1064","1068","1072","1076","1093.4","1101","1108.98","1118.6","1128.46","1137.96","1147.64","1156.98","1166.94","1176.82","1186.52","1180.42","1171.9","1178.2","1186.4","1194.92","1202.58","1209.94","1218.86","1225.7","1236.66","1250.08","1258.24","1266.5","1274.8","1283.08","1290.46","1297.76","1305.46","1312.72","1302.48","1291.28","1295.96","1300.02","1302.78","1304.78","1306.82","1308.82",
"Bolivia","BOL","Population density (people per sq. km of land area)","EN.POP.DNST","","3.47531893289024","3.54296778362411","3.61247576848518","3.68398135327241","3.7575833102557","3.83334994922921","3.91131265577402","3.99156650973876","4.07420843718268","4.15930767100526","4.24683005630942","4.33682544078279","4.42952921628358","4.52521739130435","4.62407181759439","4.7261451121573","4.83123511492661","4.93891073571494","5.04857657158682","5.15976645435244","5.27240745869104","5.38648758423336","5.50167082064064","5.61755377088526","5.73391488968891","5.85054278593188","5.96762854241669","6.08583679497831","6.20607957167913","6.329035354934","6.4548333794886","6.58331671743746","6.71450660020308","6.8483901043109","6.98487399612296","7.1240127388535","7.26562817317456","7.40907781777901","7.55350503092403","7.69824794609065","7.84304901689283","7.98794885996492","8.13294562909628","8.27816948213791","8.42371365272778","8.5694950613865","8.7154472445306","8.86167728237792","9.00835225699252","9.15558201790824","9.30337210375704","9.45167912858857","9.60053909351057","9.74998523031478","9.90003230868642","10.050661866519","10.2017908243331",
"Brazil","BRA","Population density (people per sq. km of land area)","EN.POP.DNST","","8.89573074870725","9.16151775395004","9.43439796414035","9.7113297934708","9.99002409627022","10.2699642504194","10.5515554896185","10.8345952568394","11.1191092755087","11.4052639702135","11.6926685841587","11.9815650371973","12.2735773748705","12.570902976021","12.8751253269268","13.1863168121137","13.5039454950503","13.8281566233636","14.1589667079039","14.4960195689472","14.8395346333036","15.1884707602409","15.5396201786522","15.8887843467566","16.2328318262197","16.5706082932327","16.9025031885084","17.2288980562661","17.550792520824","17.8690647679986","18.1830619013321","18.4926643966241","18.7999581246545","19.107734854884","19.4177905610578","19.7308618903249","20.0457474988454","20.3598695403523","20.6695799543918","20.9720807500233","21.2667734687383","21.5539606898185","21.8328658050715","22.1028192875448","22.3635116186137","22.6141715740583","22.8551611961513","23.0887528804255","23.3181061815189","23.545462148277","23.7716391445944","23.9958870035678","24.2169468326685","24.4328442691795","24.6420983615972","24.844387028693","25.0400541268751",
"Barbados","BRB","Population density (people per sq. km of land area)","EN.POP.DNST","","538.786046511628","540.897674418605","543.225581395349","545.458139534884","547.381395348837","548.939534883721","550.281395348837","551.625581395349","553.286046511628","555.460465116279","558.220930232558","561.490697674419","565.060465116279","568.695348837209","572.172093023256","575.451162790698","578.567441860465","581.46976744186","584.132558139535","586.497674418605","588.558139534884","590.327906976744","591.902325581395","593.472093023256","595.172093023256","597.060465116279","599.095348837209","601.225581395349","603.390697674419","605.520930232558","607.616279069767","609.73023255814","611.83488372093","613.988372093023","616.183720930233","618.46976744186","620.802325581395","623.139534883721","625.4","627.551162790698","629.5","631.344186046512","633.158139534884","635.095348837209","637.23023255814","639.625581395349","642.209302325581","644.927906976744","647.604651162791","650.160465116279","652.560465116279","654.848837209302","656.997674418605","659.03488372093","660.96976744186","662.781395348837","664.462790697674",
"Brunei Darussalam","BRN","Population density (people per sq. km of land area)","EN.POP.DNST","","16.2421252371917","16.9859582542694","17.7563567362429","18.5669829222011","19.4354838709677","20.3635673624288","21.346110056926","22.3814041745731","23.4635673624288","24.5888045540797","25.7544592030361","26.9588235294118","28.1897533206831","29.4324478178368","30.6776091081594","31.9210626185958","33.1637571157495","34.3941176470588","35.6083491461101","36.8024667931689","37.9667931688805","39.1134724857685","40.2535104364326","41.4092979127135","42.6018975332068","43.8277039848197","45.0895635673624","46.3867172675522","47.7256166982922","49.1053130929791","50.526375711575","51.9853889943074","53.4631878557875","54.938330170778","56.3931688804554","57.8176470588235","59.2102466793169","60.5734345351044","61.9144212523719","63.2335863377609","64.538330170778","65.819165085389","67.0567362428843","68.2206831119545","69.2899430740038","70.2561669829222","71.1316888045541","71.9643263757116","72.8220113851992","73.7499051233397","74.765275142315","75.8535104364326","76.9859582542694","78.1222011385199","79.2299810246679","80.3028462998102","81.346679316888",
