"Data Source","World Development Indicators",

"Last Updated Date","2018-10-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Antigua and Barbuda","ATG","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","2.3695451396906","2.41513985411521","2.36369536996971","2.44663463919568","2.64824279705097","2.952292961532","3.45138290370603","3.79376396722358","3.83727358459887","3.38591988002192","2.96603557682305","2.76315170889944","2.68562060485785","2.37934679594664","2.26280269948392","2.26731559253735","2.21661210675248","2.24720220833707","2.21568856991058","2.19272937103289","2.24895690403517","2.29660194471064","2.39326521613692","2.51981181916526","2.50523365070013","2.52326837870517","2.54042975157867","2.37298883241393","2.16181488266294","2.0518275094775","2.07590585971773","2.16804285831077","2.16874608012627","2.17802988646311","2.11659858893427","2.02131256804327","1.93044006740518","1.86733439499343","1.87112181310612","1.88923574072912","1.82984191251005","1.87009387891872","1.87396462061393","1.84628968871455","1.82741076940486","1.80185377485481","1.82184284558172","1.81459966869133","1.79723901240042","1.92917969094082","1.86239977396025","1.76938986414435","1.67991735762004","1.64953307597667","1.78129495506829","1.95845125365234","2.09284952414869","1.9892926317847",
"Austria","AUT","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","1.4581856994971","1.30933752302764","1.35207185896469","1.57966775838201","1.88730024255788","1.50721338742394","1.62440513164265","1.60916641574175","1.54267474905488","1.49925656716418","1.38013012131531","1.24610695391068","1.20228666458138","1.1849885730058","1.27688251935917","1.45127836371395","1.36519681077057","1.34595189062191","1.42921261189068","1.43384573169429","1.42024610611492","1.38005173349012","1.41299673018358","1.39117588416479","1.41415833617155","1.51262356650052","1.5087585414904","1.41667790274506","1.29918114420184","1.23415492526247","1.19566026670559","1.15421711847241","1.09921407158669","1.11558454134251","1.09445307622703","1.07323205206951","1.04968297742271","1.04643398189713","1.01807286299799","0.980246123382213","0.98031858008593","0.908240040709509","0.88352783657309","0.913640318789259","0.893480466242935","0.853724571062689","0.789783772018703","0.905658639900548","0.876168944610009","0.838784295637833","0.824768861072267","0.79473803583579","0.782234947984498","0.754017343639064","0.753954082404712","0.707098641937534","0.747000091600257","0.729355232450811",
"Azerbaijan","AZE","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.40022562120839","5.00046778569608","1.946584590385","2.73690130284","2.25423034135488","2.32404979925782","2.41235591259715","2.62510993144516","2.26786206311863","2.31206260817217","2.24331377031766","2.4263625550969","2.62948113760521","2.29906967458575","3.41775933255807","2.86419491898944","3.29121114577001","3.32542168167072","2.79100435652891","4.67013555547022","4.65861825196324","4.54092330961466","4.55501312398224","5.46769208124816","3.69045726699518","3.93739993685592",
"Burundi","BDI","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","3.94379391100703","0.434782608695652","0.445620493940788","1.35233700506103","1.38228792484112","1.33260688417409","1.4142233312539","1.75449137775641","","1.03240865427776","1.45867098865478","1.94621227673989","2.2250827510114","2.05680705190989","2.22360119971041","2.53338174190165","2.79637365243246","2.64371530123667","2.91880336888339","3.03033024268684","3.50702489000361","3.10480892586401","2.97540078538161","2.7511726460413","2.80541315800684","2.64913991225016","3.14524514901215","3.3495221333571","3.44871247254088","3.78627086474328","3.59563794790509","3.7202758201085","3.92111119751454","4.20907289936566","5.85688491874941","6.35965296132281","6.57227250690963","6.25764365683521","5.96823334422617","8.03664126578918","7.15012700883502","7.29043866724576","6.59998984616947","4.43619004108442","3.51171845179021","3.41459524778307","2.72089052653941","","","","2.53359032624816","2.48241376587902","2.18149441974413","2.3342834698687","2.2428592951541","1.9831535621498",
"Belgium","BEL","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","3.39734786713587","3.25907007379727","3.28475216700874","3.2166309632907","3.21347165933831","2.97306360209053","3.11258602859894","3.13458162424807","3.11509001127571","2.93181499649615","2.91864009674006","2.89892591889451","2.88076004125292","2.83531113278907","2.76141618803791","3.06503453940771","3.09336953424019","3.14324864709375","3.26152206121967","3.26134501753371","3.25019538550409","3.36604943606586","3.26994459142415","3.19141317049267","3.00790244923592","2.9312338541026","2.95377262399122","2.90179479261597","2.62874841616219","2.46085432355232","2.35544045891723","2.28769284712482","1.83233253009366","1.73596589343319","1.67714315012305","1.56575215144642","1.54010265143452","1.47697579587888","1.46391926511004","1.38583555922092","1.34121027642881","1.27650608755851","1.21571264973733","1.21498600678609","1.14927136931683","1.09155935675049","1.05123950750317","1.09453371355301","1.21389797382409","1.16004025448634","1.08463137597542","1.04350762055995","1.0381935483871","1.0119188933222","0.976304712859627","0.92358993484413","0.925260488934112","0.909485093747525",
"Benin","BEN","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","0.871584699453552","1.39528795811518","1.7516339869281","1.73684210526316","2.18169900980828","2.10650887573965","1.90023259677687","1.97625210567402","2.07212475633528","1.89473684210526","1.62528151941587","1.60104203413747","1.48779430882565","1.67752808988764","1.44237918215613","1.49290780141844","1.28164794007491","1.67878787878788","1.19430693069307","1.93046003441345","2.03165141910241","1.55137131923036","1.3056898314604","1.62179384293274","2.02028998127749","1.89410868353062","1.96741868182948","2.27827294135683","2.27062553669331","1.89881605688936","1.67438112549894","","","","","","","","","0.716909965348699","0.614484228575511","0.524652442319344","0.926056517962083","0.97109496677082","1.0313970495465","1.02583622988546","0.994374532565928","","0.975750985547547","","","","1.03703030460412","1.03525656644413","1.04317836317019","1.07473476723288","0.909909242222235","1.21632173957962",
"Burkina Faso","BFA","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","0.682017543859649","0.834368530020704","2.345703125","2.38305709023941","2.60515873015873","1.52482269503546","1.64948453608247","1.32507288629738","1.17848101265823","1.24672228843862","1.17223910840932","1.17716535433071","1.13985374771481","1.23518687329079","1.15190839694656","2.81118373275236","3.12382864792503","3.04326663061114","3.28314606741573","2.69861386138614","2.74669117647059","2.84268969771746","3.0033036339974","2.93218341631388","3.01716743691831","1.83652541094857","2.62189349112426","2.25258646172037","2.31081264414598","2.74077407740774","2.70489296636086","2.16686926732236","2.04965156794425","1.86252988480765","1.42288472939781","1.38304269392664","1.28708847039697","1.41705504471596","1.2763626403725","1.38553138632928","1.39243072523767","1.29960771100575","1.32482343147172","1.20686530442257","1.35751934660677","1.35177109778042","1.24877889028048","1.59226758156392","1.39790377134923","1.52145472580919","1.37751626168897","1.29475950344662","1.32302373548788","1.37104008151607","1.41476887295281","1.33034916039727","1.23654134774619","1.43623029139777",
"Bangladesh","BGD","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","0.656720536673466","0.604303491769365","0.844783330921373","1.52367897526514","1.56997781312899","1.26898518073211","0.934292961052104","0.857420859311264","0.915831691308672","1.06086968537316","1.27067371198923","1.17804196040112","1.0542727837491","1.11219167555771","1.1682325387956","1.24638809717465","1.2908618013077","1.22316502629369","1.21442280200769","1.36050314985351","1.42939051496523","1.52902366386599","1.56669314074255","1.5390735944898","1.57166792587459","1.56753519839217","1.58483439104611","1.3571191812402","1.28842277551655","1.18576438785782","1.13828694171388","1.12350586299567","1.09089436952842","1.10823877446278","1.11448018568293","1.05952989264661","1.15673093933701","1.32083739648164","1.355517777279","1.32441949149986","1.25819752209315","1.27941246310601","1.35096990580134","1.37967232355361","1.380750413766",
"Bulgaria","BGR","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.39627074963996","3.83344348975545","3.04323157297492","2.97263384321224","2.60927161179391","2.49261728620574","2.37413128378025","2.40293410901733","2.4307013549238","2.45305914743146","2.64517195633853","2.67117352602067","2.88445904198237","2.80126130709751","2.71201731730328","2.50694607497848","2.36007802619451","2.20033784862953","2.32415227530569","1.90774906227536","1.85652297224532","1.76538324196583","1.44380192919675","1.49816431904281","1.61331741435945","1.47307982490438","1.31645352388415","1.44222413415275","1.55429169023427",
"Bahrain","BHR","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","1.52617985442592","1.75228724031609","2.07792207792208","4.95813133539004","5.89275191514437","5.69889130660035","6.9025815655055","8.53516194922673","4.79033601777284","4.17930569598921","4.58815818221543","5.83776248148471","5.25325388113533","5.60304575820703","5.64466166448682","5.28479154433353","5.70375064815348","5.8780719923865","5.36985516733492","5.11130218782841","5.18323179048832","5.27393976376237","5.06848741255812","5.33310395251817","5.50362154366541","3.96167096884853","4.14808163198998","4.61110660635053","4.65883280302628","4.04492884796012","3.21439448998841","3.10299711052511","2.95698493845298","2.80016461962981","3.61053065235334","3.27775894439762","3.59149551563953","3.84457402354195","4.14144040850385","4.41859298043536","4.63287736546327","4.72570616658152","4.12382633970671",
"Bahamas, The","BHS","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.9043729051368","2.41669769045157","1.8896028081156","1.49432200402309","1.31474001311714","1.1869490033007","1.22133309474962","1.37761891298054","1.28127394740769","1.13736833880999","1.14686884156625","1.08850567517778","1.02786883941208","0.971696791035767","0.962507032622963","0.899375541265019",
"Belarus","BLR","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.62249864791779","2.79097146104819","3.62160825483893","1.69946376942909","1.26069255990701","1.76896655126353","1.49509870243434","1.36676073838589","1.34698592042742","1.43828756434444","1.40024408626422","1.29906358027392","1.35822274853076","1.49845313530187","1.70941249195756","1.64976591437478","1.45349061182979","1.37257897876923","1.39023322551618","1.26606047961017","1.28438822225071","1.32850775684332","1.32821858345798","1.3251670632655","1.27256380842524","1.19198531432225",
"Belize","BLZ","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","1.15896992837435","1.43758716875872","1.53438103553192","1.54391891891892","1.55982599550648","","","","1.19933223186011","1.17630735076468","1.09405339805825","1.02154714795869","1.09549231593996","1.36043657969517","1.29885080645161","1.24214486199906","1.4356662591687","","","0.855252088215852","0.855039571027126","0.839626561578468","0.863555813601252","0.896738668053127","0.961314171602944","1.00891515051953","1.06614040525357","1.36760585248237","1.2915619507087","1.09779185455587","1.03694423891841","0.967153342653788","1.10174598748218","1.16711837093466","1.1315385498264","1.25596798257936","1.25308388957315",
"Bermuda","BMU","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","1.20346398630851","1.15869999293218","1.32641201559317","","","","","1.35015218468453","1.31822489730177","1.61221645007261","1.39158576575288","1.59554189417413","1.62263620944444","1.83665409751227","2.37123711512529","2.36715657458444","2.24749944085215","2.59897009809179","2.70846107783402","3.17239989323544","3.90220332170092","1.9818473003102","1.49932070318929","2.17084173606847","2.01399252543919","2.34554922832377","2.37726317649524","2.02098131957809","2.15628869950008","2.81588331884607","2.6883248571772","2.50611883346961","1.91634980988593","2.25030123424626","2.09616225791141","1.98680754250518","2.27361030066829","2.69111085956905","2.13328709491197","2.0629712007857","2.26490649801172","2.0294518747475","2.14579254463334","1.9249821546805","1.7725430321537","1.56765611818485","1.68658078420332","1.9622682154871","1.99410155511924","1.66624358118889","1.68412000156625","1.84559467544725","1.84090675605413","1.89684061027631","1.74397095155285","1.63442087440864","1.75783463172498",
"Brazil","BRA","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","2.67913472590723","2.36406619385343","2.39868330737835","2.26083918239834","2.01449809094829","3.35209215674899","3.0219816316073","2.85697200831844","2.64974015836375","2.61559000626652","2.88728955692843","2.61904685858105","2.43581199022501","2.15465130649243","1.94135341120892","1.97214379625895","2.00275336513055","1.68772647800164","1.59967155032807","1.52193168607333","1.13843442074363","1.14314876818876","1.30353436107498","1.25458032300474","1.19954104516533","1.42952312218953","1.22038872750142","1.74399403145367","2.1180722049862","2.68625","2.36384102519699","1.96333333333333","1.52152886115445","1.92792281498297","2.016007789121","1.86213698033379","1.65484349950291","1.57768831551774","1.66229191975824","1.64547466656987","1.73072614713627","1.95188244532532","1.89577119915617","1.50347763554507","1.46126840890621","1.52401346154516","1.48108493201143","1.46629207045265","1.44192406875092","1.53862570557065","1.53940699320577","1.4118511895188","1.37865646470437","1.32944608506446","1.33024442267927","1.36442860732673","1.34849879597875","1.41002602405451",
"Barbados","BRB","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","2.57408440230526","2.88778814029385","4.67072980761742","3.79251495457601","6.62997709980055","6.21043627031651","6.43773526926327","6.40435012461295","6.24514478073449","5.74023173528116","5.98247135891837","5.47726596521598","6.24949383149313","7.18396455211652","7.52984389348026","6.13041835206517","4.06920549004446","3.8863976083707","3.87078275829112","3.71141961800389","2.53273008763096","2.60808996413285","2.55818099148347","2.63836518874875","2.51496477578574","3.25884692867689","2.85048529144239","2.24223906345215","2.15903505123454","2.27750587486969","3.08685998633653","3.27929182135223","3.53938987915696","2.87922501615293",
"Bhutan","BTN","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Botswana","BWA","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","1.35657256914742","2.87490900266925","3.50149938260716","3.20762052877138","2.97829811536265","2.69474386042894","2.32633769837828","2.4372708318355","2.18473148857049","2.66359580269355","4.79441457471087","4.89967702289422","3.56901008012406","4.44515803477224","4.60346992729676","4.48280904912553","4.93349197298009","4.00812039559554","3.50647971949777","2.89952149833484","3.19720462718414","3.77939884443731","3.09207375530236","3.19124295081058","3.83122303260369","4.11020648951656","4.00736658870518","3.50587404134874","2.85800418504025","2.69512137351371","2.80145519309751","3.03696823780227","3.21559056061332","2.72685725600168","2.31670132316328","2.20975700214809","2.05639578038372","2.13085904829284","2.66286969738918","3.30474164348687","3.05253547839686",
"Central African Republic","CAF","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.56806934196677","1.64212531741423","1.49708784517113","1.25588265167931","1.16678191990947","1.21019207119553","","","","","","1.04928919437331","1.28715367839295","1.15881199622395","1.08272901079806","","1.06486088397773","1.49177303996791","1.71338954642208","2.45038234896951","2.14296298188431","1.85859806801174","2.97716962179448","2.12770933641214","1.5906378707611","1.44181273529585","1.32356645728568",
"Canada","CAN","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","4.18525654025553","4.12831224346052","3.99921638867122","3.62065011154897","3.40206283659061","2.93026065941654","2.68328242154957","2.74792676977819","2.54364188044292","2.27378467044438","2.18897969593808","2.13148563939489","2.01181843821932","1.83260181767425","1.7838130850829","1.86354185265607","1.76592797783934","1.80576360007784","1.84888740061337","1.71124591794032","1.76444861477782","1.7099156381512","1.954343585383","2.08119624877852","2.11718885542571","2.09737623375073","2.10919711788911","2.06257637101059","1.98676711890836","1.93461430865038","1.95879374221417","1.89544433858064","1.86168769986295","1.82175350392748","1.69668025731865","1.55409007114777","1.40375258106455","1.24624320151167","1.25629390156868","1.24170306410258","1.11808087955152","1.13736897251656","1.12085229164355","1.11587879854277","1.10796602708278","1.11066965508092","1.12583240797021","1.18890178274099","1.24862138163726","1.38104398145933","1.1971536522414","1.19608445800688","1.12109997322812","1.00485841865034","0.995806097169254","1.15590948760845","1.18586767375765","1.25396003770232",
"Central Europe and the Baltics","CEB","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.65971749300304","3.4137605577172","2.74265328961827","2.56535510527872","2.35064542119835","2.28025124880541","2.36671961318809","2.24272800334047","2.32914053658283","2.17029382510744","1.95226134859467","1.8608184128055","1.89315082262501","1.89571669371101","1.86186255255423","1.75834726596915","1.7854970312146","1.7069696482708","1.66775604917764","1.53582660269998","1.54307280907063","1.48219911905286","1.41586111729309","1.40502082406348","1.37904761386912","1.41777084279132","1.53632554888925","1.49115524111773","1.61038708007133",
"Switzerland","CHE","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","2.34145036125234","2.46907706945766","2.56756756756757","2.51633668194675","2.53585569731632","2.4679592507394","2.53079335934511","2.38237384506041","2.17651757188498","2.19792370538731","2.10334748800529","2.05252682169037","1.9681261245823","1.86144856220206","1.87597448618001","1.90075273804003","2.16258100873485","2.02208656286439","1.9673644305258","2.03979942603046","1.67860654586318","1.66280222143271","1.72819451127189","1.74880558932822","1.70124830295676","1.82497186832109","1.66102195140386","1.56186605542128","1.5648052643261","1.5241653668033","1.57214718757236","1.53782488553083","1.52370927239544","1.36696434518412","1.33228409403183","1.35549638608327","1.28375680158363","1.22086410342116","1.18520390139366","1.08621220546806","1.02854880876257","0.99174959598537","0.95600829831374","0.925988225399495","0.889966480720797","0.85253786710312","0.772219344335085","0.73405159700897","0.740102237146163","0.748709735432141","0.705625107890605","0.710873777657609","0.687662792907459","0.730773147024038","0.650365965514906","0.665693600406362","0.683595231521235","0.683630212886557",
"Channel Islands","CHI","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","3.11840562719812","3.52744729701524","3.04370907803929","2.86539572501444","2.63518659558264","2.88571273300364","2.73592085235921","2.71363263392334","2.52706817797327","2.26089998688066","4.45045063352876","6.26481544192347","6.62541419500109","6.28382090072808","7.10956116396779","6.74253666077988","6.08505082532873","6.91524481356639","6.7281223205458","6.33255633255633","6.48209286969784","7.02211888902853","8.87726773839499","7.57522260240995","7.6054061762236","6.90060861105455","6.28800219933844","5.63807107493349","4.13999607967718","3.59002950895468","3.40165485912065","2.8498427672956","2.62851046938573","2.70692293725521","2.59754498264789","2.56206462916649","2.44932089847955","2.49820192394138","2.58983722621321","2.7136315935113","2.70204678082125","2.66708127462033","2.55180205682797","2.73384905979533","2.70870458178574","2.5213671363114","2.49073406922911","2.31701513843741","2.58401048311753","2.26360788750963","2.23946831080668","2.25439565516632","2.04629040732653","1.98641947397727","1.95515986033125","1.90945598807016","1.9418462985127","1.91006185435294",
"China","CHN","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4801866410957","2.49325830326962","2.34690960872377","2.48475857240288","1.96190727189541","1.72496768849044","1.7163366422182","1.68605113779847","1.67480208725926","1.70330037386999","1.92205312057776","1.89293844238346","2.08118419765944","2.18541270564642","2.11568631548953","2.06371059900499","2.00873488997414","2.01072344953433","1.91464898903647","1.87815614578948","2.06742610749241","1.89671314671103","1.82192749816085","1.83856391040614","1.87233362515339","1.91534127190954","1.93492242683391","1.93060638113578","1.90884497782157",
"Cote d'Ivoire","CIV","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","1.27553444180523","0.998988877654196","1.14392991239049","1.31969949916528","1.26356589147287","1.3126586869786","1.16049004594181","1.14879649890591","1.18100747167992","1.50034098658786","1.69563374311149","1.13034263511127","1.33964817320704","1.17843019772319","1.11888611210282","0.79476861167002","1.0980931015143","1.12377230421145","1.16428671100981","1.09103604783102","1.1421677056103","1.11504662496642","1.02559041948217","0.996969503636596","1.05352867044739","1.21709875321591","1.24914061221149","1.33037465830519","1.33343538456305","1.37485633155297","1.40745387954422","1.42855203312742","1.09673402255639","","0.844918598795594","0.79685159828683","","","","","","1.39160540455475","1.51507182012153","1.46253340080073","1.50194834286107","1.59076433610973","1.52285574168237","1.73023945566363","1.55796642844624","1.38308588302846","1.50474033203172","1.37270055098252","1.52174991290587","1.77600902415754","1.72496282664637","1.28044342958904",
"Cameroon","CMR","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","1.87212787212787","1.84267040149393","1.76285473447598","1.76067415730337","1.6919407226959","1.72759393312651","1.76232501521607","1.71585010760856","1.66511723995455","1.65536374845869","1.55581772599912","1.81891560899577","1.99051914580265","1.89068408387762","1.74021909233177","1.33983572895277","1.21782345828295","1.25002549719531","1.28479615502836","1.33368915456874","1.4745666126807","1.51455169920463","1.53260561383612","1.32612455061139","1.31034009188973","1.25164483851881","1.22483788338251","1.30124174610687","1.39650943786737","1.44385239060644","1.32474893703255","1.29036003987855","1.33850678293257","1.3838069976001","1.40160388659257","1.34486147938191","1.4311051930759","1.45214497185689","1.48607373789824","1.46811748091927","1.49880103609627","1.30692587898643","1.33895072819666","1.32867118504826","1.2528314165454","1.24510344139037","1.32146870224476","1.31659418620152",
