"Data Source","World Development Indicators",

"Last Updated Date","2018-10-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Nepal","NPL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","21.4","20.4","18.7","17.2","16","15.2","14","12.6","11.2","10.1","9.4","9.2","9.3","9.4","9.5","9.5","",
"Nauru","NRU","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"OECD members","OED","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.72078605140087","2.71872522545032","2.75013232598935","2.81087748110983","2.83577021763313","2.80814789502727","2.7622991523968","2.73651638774869","2.73824682737471","2.73860660689531","2.72890485459061","2.72745338649682","2.72573818685638","2.70571916702882","2.68446879797121","2.66017328755462","2.64047295300466","",
"Oman","OMN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.9","11.5","11.7","11.7","11.3","10.5","9.5","8.3","7.1","6.1","5.6","5.3","5.1","5.1","5.1","5.3","5.4","",
"Other small states","OSS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.7860134488891","17.907577791355","17.5460545276249","17.2516201370196","17.0139707803568","16.9008839610173","16.5534267033736","16.7055054268301","16.8948855223512","16.9075710235729","16.6317891412897","16.1683586195645","15.7329398838633","15.4188004600376","15.298540042103","15.3030906535043","15.4279497810359","",
"Pakistan","PAK","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.4","24.8","25.8","25.5","24.5","23.3","22.4","21.7","21.3","21.1","21.1","21.1","21","21.1","21.2","20.9","20.5","",
"Panama","PAN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.7","26.2","24.3","23.3","23.8","22.9","21","18.3","16.3","14.7","13.2","11.8","10.5","9.7","9.1","9.2","9.2","",
"Peru","PER","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.8","21.7","22.3","22.6","21.6","19.6","17.6","15.7","14.2","12.6","11.2","10.2","9.5","9.3","9.3","9","8.8","",
"Philippines","PHL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.4","19.7","19.1","18.5","17.4","16.3","15.2","14.1","13.3","13","13.3","13.7","14.1","14.2","14.2","13.9","13.7","",
"Palau","PLW","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Poland","POL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Pre-demographic dividend","PRE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.0096182763468","26.7133633237189","26.3838667208518","25.5998278762037","24.5548075754373","23.5089190570963","22.7452433883801","22.2173795497194","21.7740814699068","21.2881190673522","20.8341185769041","20.494316630139","20.6131510169989","20.6923237323585","21.034789649246","21.8865300083763","23.0361064359504","",
"Puerto Rico","PRI","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.5","37.1","35.5","34.5","34.1","35.4","37.3","39.3","40.8","41.5","41.8","41.7","41.6","41.7","42.3","42.8","43.4","",
"Portugal","PRT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Paraguay","PRY","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.9","12.2","11.5","11","11.2","11.9","12.4","12.6","12.8","12.7","12.2","11.9","12","12.3","12.2","11.7","11.2","",
"West Bank and Gaza","PSE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.73263165720473","7.48918417678982","7.22154375439627","6.97210712133253","6.75256436041834","6.56702777718254","6.36380518128263","6.32512755283628","6.2031521899087","6.2379331555414","6.20599537245176","6.35361205054171","6.60098520690971","6.90522578472707","7.01421152123577","6.912111295357","6.83641646868944","",
"Post-demographic dividend","PST","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.67907974774864","2.61821151909825","2.57486021548449","2.55976970572729","2.55366180268229","2.54477049758432","2.53523898569375","2.53299669405972","2.52995064479562","2.52869364653029","2.52770135082129","2.52637122917105","2.52280270613457","2.51841410203339","2.51412068179722","2.52714223388021","2.54134457720207","",
"French Polynesia","PYF","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.6","4.3","4","3.9","3.9","3.9","4","4","4.1","4.1","4.2","4.2","4.1","4.2","4.2","4.3","4.4","",
"Qatar","QAT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Romania","ROU","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Russian Federation","RUS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.1","4.4","3.7","3.1","2.6","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Rwanda","RWA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.6","50","46","45.4","45.5","45.3","44","42","39.5","36.9","35","33.5","32.3","31.6","32.1","34","36.1","",
"South Asia","SAS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.4406447941083","20.2974694057984","21.5250098127172","22.2598674933866","22.4953910558769","21.805507528062","20.4802490614246","19.1943556503212","18.254643869693","17.8919402112664","17.7321374886152","17.6523478762123","17.5052536759274","17.1593525398365","16.6576068096138","16.0749684130129","15.6301350458638","",
"Saudi Arabia","SAU","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.1","6.4","7","7.6","7.9","7.9","7.7","7.7","7.7","7.6","7","6.4","5.7","5.5","5.4","5.5","5.5","",
"Sudan","SDN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.4","25.2","25.1","25.1","25.2","",
"Senegal","SEN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.7","27.6","26.7","25.2","23.4","21.6","19.2","16.9","14.7","13.6","13.1","13","12.7","12.4","12.2","11.7","11.3","",
"Singapore","SGP","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Solomon Islands","SLB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","14.5","13.6","12.9","12.3","11.9","11.4","11.2","10.9","10.7","10.6","11.1","12.1","13","13.2","12.7","12.3","",
"Sierra Leone","SLE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.6","40.3","40","39.6","38.8","37","34.6","32.2","30.4","28.7","27","25.2","24.5","24.7","25.4","25.7","25.5","",
"El Salvador","SLV","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","9.3","8.9","9.3","10","10.5","10.8","11","11.4","11.9","12.4","12.5","12.3","11.8","11.3","11","10.3","",
"San Marino","SMR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","6","6","5.9","5.9","6","6.1","6","6","5.7","5.6","",
"Sub-Saharan Africa (excluding high income)","SSA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.5988053434452","26.906210655016","26.3855560319833","25.5482936298276","24.5545544191592","23.5168357029564","22.814036194725","22.313887589009","21.8484724489083","21.2957967519573","20.772216500567","20.3301618177339","20.2087554307999","20.0000934537896","20.0336308600747","20.5396399302721","21.3302713427987","",
"South Sudan","SSD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.5988053434452","26.906210655016","26.3855560319833","25.5482936298276","24.5545544191592","23.5168357029564","22.814036194725","22.313887589009","21.8484724489083","21.2957967519573","20.772216500567","20.3301618177339","20.2087554307999","20.0000934537896","20.0336308600747","20.5396399302721","21.3302713427987","",
"Small states","SST","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.6969148857862","14.9717245406215","14.6897876131622","14.5043735150912","14.3691510343931","14.2925881402883","14.1109933682354","14.2420896005913","14.4191757718216","14.4584612546387","14.2540725662159","13.9020825523917","13.567595467652","13.3228838836343","13.2078359920466","13.1555514724899","13.2112425502948","",
"Sao Tome and Principe","STP","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.8","14.5","12.3","10.9","9.9","9.4","9.4","10.1","11.3","12.9","14.6","15.5","14.8","12.9","10.7","9.8","10.2","",
"Suriname","SUR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","12.9","12.4","12.1","11.6","10.9","10.3","9.7","9.1","8.4","8","8.1","8.2","8.1","7.8","7.6","7.6","",
"Slovak Republic","SVK","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.9","6.5","6.7","6.5","6.3","6.2","6.1","5.9","5.4","4.8","4.3","4.1","3.9","3.7","3.3","2.9","2.7","",
"Slovenia","SVN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Sweden","SWE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Eswatini","SWZ","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.2","17.4","16","15.3","15.5","17","19.1","21.2","22.6","23.3","23.2","22.7","22.1","21.5","21.3","21","20.7","",
"Sint Maarten (Dutch part)","SXM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.1","39.8","39.7","39.1","39.1","39.2","39.8","40.3","40.7","40.8","40","38.9","37.7","37.1","37","38.4","39.7","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.6527698029911","17.3901426587615","17.0808486427024","16.8520492580363","16.483984282873","16.0668500011665","15.5344643437132","14.7683863103293","13.9772430480049","13.0186639177747","12.0533193360161","11.2071049725031","10.4826556808781","9.83616618722349","9.28733547064097","9.07518181719274","9.02026774480183","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.69140562361556","5.39216177876776","4.98760903207578","4.54522782759869","4.1157242000717","3.81644704286334","3.63182679665961","3.48695789943191","3.39596777081118","3.33219600237077","3.2787465529257","3.21122882822281","3.14435533375137","3.10590026627297","3.09077577413229","3.11650986330294","3.1668299685984","",
"Togo","TGO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.1","30.5","29.8","28.6","27.2","26","24.9","23.9","22.9","22","21","20.1","19.1","18.1","17.2","16.2","16.2","",
"Thailand","THA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.8","18.3","17.1","15.8","14.2","12.5","11","10.3","10","9.8","9.2","8.8","8.8","9","9.2","9.2","9","",
"Tajikistan","TJK","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turkmenistan","TKM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.2","7.6","6.9","6","5.3","4.8","4.6","4.4","4.5","4.6","4.8","4.9","4.9","4.8","4.8","5.1","5.5","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.0905327574045","11.4928222136291","10.9471312770932","10.4329365506807","9.86020654827728","9.13323681636136","8.42994960145566","7.78783492390215","7.37915858539714","7.15261157513204","6.96512091673259","6.79096104553571","6.65595205564367","6.52576925359095","6.42146472273326","6.3333473917285","6.27964539672071","",
"Timor-Leste","TLS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.4","35.6","31.8","30.5","30.6","31.3","31.5","31.5","31","30.5","29.2","27.9","26.8","26.6","26.8","27.1","27.2","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.0410494525821","9.9628054318563","9.98648310395531","10.0288557042225","10.078437637289","10.11982996131","10.1000192087011","9.98663399501393","9.82113556039779","9.49364719146706","9.19957028454306","9.01586781206172","9.00497223635711","9.17933104123589","9.42533238718589","9.73106740737244","9.95247178231113","",
"Tonga","TON","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.4406447941083","20.2974694057984","21.5250098127172","22.2598674933866","22.4953910558769","21.805507528062","20.4802490614246","19.1943556503212","18.254643869693","17.8919402112664","17.7321374886152","17.6523478762123","17.5052536759274","17.1593525398365","16.6576068096138","16.0749684130129","15.6301350458638","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.5988053434452","26.906210655016","26.3855560319833","25.5482936298276","24.5545544191592","23.5168357029564","22.814036194725","22.313887589009","21.8484724489083","21.2957967519573","20.772216500567","20.3301618177339","20.2087554307999","20.0000934537896","20.0336308600747","20.5396399302721","21.3302713427987","",
"Trinidad and Tobago","TTO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.6","11.2","11.3","11.8","12","11.8","11.3","10.7","10.4","10.1","9.6","8.6","7.5","6.6","6","5.5","4.9","",
"Tunisia","TUN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.9","5.2","5.6","5.6","5.6","5.6","5.5","5.4","5.2","5","4.8","4.6","4.5","4.5","4.5","4.7","4.9","",
"Turkey","TUR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Tuvalu","TUV","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.5","36.9","36.8","36.8","35.7","34.4","33.4","33.2","34.1","34.5","34.6","33.6","33","32.6","32.2","32.1","32","",
"Uganda","UGA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.7","27.4","26.4","24.9","23.7","24.1","25.8","28.1","29.6","30.4","30.9","31.6","32.4","33.7","35.5","38.6","41.4","",
"Ukraine","UKR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.5","3.6","2.8","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.9","3.3","",
"Upper middle income","UMC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.0554196301439","12.7847928229803","12.5042106828506","12.2865500536352","11.9486466763447","11.5726346210724","11.152100834477","10.6107928964773","10.1139265168122","9.58032627649318","9.05005366626744","8.5995685466392","8.18810323392293","7.79859206930754","7.47756365710567","7.31423596845237","7.25468131198224","",
"Uruguay","URY","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.2","4.1","4.1","4.2","4.3","4.3","4","3.5","3","2.7","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"United States","USA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Uzbekistan","UZB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.2","18.8","19.8","18.9","16.9","14.5","12.4","11.1","10.3","9.7","9","8.2","7.6","7.4","7.4","7.3","7.4","",
"St. Vincent and the Grenadines","VCT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.7","14.8","12.7","11.1","9.8","9.1","8.4","7.8","7.4","7","6.7","6.4","6.1","6","5.9","5.9","5.7","",
"Venezuela, RB","VEN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.4","16.3","16.8","15.2","13.1","10.5","8.4","6","4","3.1","3.1","3.6","4.7","6.1","7.9","9.8","11.7","",
"British Virgin Islands","VGB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.3","22.5","20.7","19.3","18.5","18.2","17.6","16.7","15.5","14.5","13.6","13","12.6","12.1","11.6","11.1","10.8","",
"Vanuatu","VUT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.2","8.1","8","7.7","7.4","7","6.6","6.1","5.8","5.8","5.9","6.1","6.3","6.5","6.7","6.9","7.1","",
"World","WLD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.8","14.9","15.1","15.1","14.8","14.5","13.8","13.1","12.6","12.2","11.8","11.5","11.3","11","10.7","10.6","10.8","",
"Samoa","WSM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.3","4.4","4.1","3.8","3.6","3.5","3.5","3.6","3.5","3.5","3.4","3.3","3.1","3.1","3.1","3.1","3.1","",
"Kosovo","XKX","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.9","30.1","30.6","31","30.9","30.1","28.9","27.6","27","26.2","25.7","25.2","25.9","27.7","30.2","32.6","34.4","",
"South Africa","ZAF","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","4.7","4.6","4.4","4.3","4.4","4.5","4.6","4.6","4.5","4.4","4.4","4.5","4.8","5.3","5.8","6.1","",
"Zambia","ZMB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.4","49","50","49.9","50.2","51.1","52.6","53.5","53","51.5","50","48.8","47.7","46.1","44.9","44.4","44.5","",
"Zimbabwe","ZWE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.2","40.4","40.8","41.5","41.9","42.2","42.1","42.6","43","42.8","41.9","41.3","41.9","44.4","47","48.2","46.6","",
