"Data Source","World Development Indicators",

"Last Updated Date","2018-10-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Poland","POL","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15948.1","17967.9","19830.2","21267.4","21568.8","23376.1","23470.8","24551.5","25857.5","28115","30064.1","31779.4","32766.5","32977.9","",
"Pre-demographic dividend","PRE","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3229.8816863662","3604.70170309543","4067.183693989","4811.09661857021","5450.05454356834","5637.85807905422","6675.64248592371","7665.87698200561","8498","8593.8","9218.3","9903.3","9860.1","10488.4","",
"Puerto Rico","PRI","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","496.7","462.4","527.9","662.6","639.6","671.2","639.7","705.2","631.2","624.3","577.6","621.3","585.8","566","",
"Korea, Dem. People’s Rep.","PRK","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.1","54.8","52.3","60","41.7","27.9","53.8","12.6","7.5","18.3","13.1","20.8","47.3","43.8","",
"Portugal","PRT","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4507.6","5109.3","5887.8","7136.2","7623.6","8655.6","9573","10625.1","11989.2","13102.6","14112.4","14666","14581.9","13773.2","",
"Paraguay","PRY","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.8","27.3","28.8","29.1","31.1","32.3","35.1","36.2","56.2","57.9","61","67.7","97.5","96.4","",
"West Bank and Gaza","PSE","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.9495306275972","91.3133706920882","91.6211685708256","111.42283210293","113.710979547901","83.4891280947255","93.9","100.956528493738","95.6314296098295","93.2001220773762","119.25607018503","160.440899117328","148.145428343851","199.826390863264","",
"Post-demographic dividend","PST","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","911213.123103378","977802.310483926","1078323.17084781","1112781.34565603","1153061.25296087","1177463.9277289","1215810.13925344","1248852.25779548","1300118.81201748","1339954.69741225","1360593.5085225","1383472.67150654","1351764.0286078","1301348.5583418","",
"French Polynesia","PYF","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105.9","135.3","168.8","184.4","244.1","279.8","330.3","408.7","471.1","623.9","808.2","1106.6","1180.1","1310.7","",
"Romania","ROU","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2601.4","2730.1","3460.7","3522.9","5170","7367.8","9550.1","11010.2","10906.2","11061.6","11177","10800.6","11527.3","10193.5","",
"Russian Federation","RUS","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32329.5","32149.9","33091.8","29368.9","30319.7","31854.4","32620.2","33960.8","36157.3","36252.6","39714.7","44994.7","53060.6","59133.5","",
"Rwanda","RWA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.7","9.1","7.3","18","19.7","25.8","33.6","55.6","53.2","58.1","87.9","88.2","105.2","115.3","",
"South Asia","SAS","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29243.2","31615.3","36783.7","42850.1","48806.8","54780.4","61743.5","70899.2","84346.8","92449.7","100329.6","112303.2","118526.9","123754","",
"Saudi Arabia","SAU","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1719.2","1710.7","1734","1898","2011.6","2222.4","2836.4","3621.3","4957.5","5982.5","7410.5","8410.8","8885","9231.9","",
"Sudan","SDN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.6","104.3","100.9","108.3","140.6","169.5","227.4","258.1","298.4","270.4","359.2","242.5","255.2","368.8","",
"Senegal","SEN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","198.8","173.4","207.4","171.6","207.6","208.1","188","203.4","284.3","287.3","299","332.9","371.2","353","",
"Singapore","SGP","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6037","7401","7959.6","8204.6","8251.5","8688.5","8919.5","9853.9","10098.5","10809.3","10979.5","11145.3","11220.9","11253.8","",
"Solomon Islands","SLB","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.9","2.6","2.6","6.6","4.3","2.9","3.4","7.9","7.5","5","4.3","6.6","10.9","14","",
"Sierra Leone","SLE","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8","5.4","6","5.1","5","7.9","9.1","12.2","11.1","14.8","15","21.7","34.3","48.2","",
"El Salvador","SLV","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.4","18","14.7","18.2","14.5","20.9","16","18.7","17.8","19.4","14.7","19.9","21.8","28.5","",
"San Marino","SMR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.6","1.3","0.7","2.9","4.8","1.2","1.3","2.3","5.9","7","5.1","7.5","7.5","",
"Somalia","SOM","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.8","1.1","0","1","0","1.1","2.8","3.2","2.9","1.4","6.3","6.2","4.5","3.3","",
"Serbia","SRB","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2843.1","3096.6","3710.7","4120.9","4919.6","6076.6","5472.3","5233.2","5072.3","5052.4","",
"Sub-Saharan Africa (excluding high income)","SSA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8157.26133469711","9148.61976471809","9970.13095594981","11251.6681800055","12216.0332877421","12888.1867928357","14661.6568195387","16214.1258599146","17861.4235121934","19005.1787016522","20837.2790886183","23587.879937067","23054.7216225893","24184.9452414061","",
"South Sudan","SSD","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","1.6","2.4","9.8","5.8","5.1","2.5","",
"Sub-Saharan Africa","SSF","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8166.96334958562","9153.66734680932","9975.07638102513","11260.7600867542","12228.4626871083","12898.996398529","14668.3161235159","16226.0438497816","17871.3230743567","19014.9781362535","20853.1790321943","23597.4789551877","23073.7217140537","24197.3445141568","",
"Small states","SST","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2076.12906583126","2349.04600263499","2687.87722624682","3001.40847013466","3336.90318092921","3729.19731670143","4028.630690592","4640.72472686324","4805.42421512648","5390.56552434062","5959.63636143137","6537.98249974422","6388.2187618002","6886.23071068818","",
"Sao Tome and Principe","STP","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9","0.6","0.3","1","1.3","0","1.3","2.2","0","0.5","1.2","0.7","1.4","0.9","",
"Suriname","SUR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.4","5.3","5.8","5.2","5.8","5.1","4.5","6.7","4.2","9.5","15.8","5.9","13.5","21.3","",
"Slovak Republic","SVK","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2136.1","2303.5","2548.8","2644.4","2800.2","3332.5","3164.3","3638.3","3899.5","4261.9","4616.6","5135.9","5205.7","5359.4","",
"Slovenia","SVN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2074.4","1894.4","2334.9","2392.7","2754.2","3006.9","3221.1","3246.6","3780.4","3707.9","3726.1","3788.5","3631.6","3406.7","",
"Sweden","SWE","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14553.8","15235.3","16426.1","16633.8","16757.4","16630.1","17328.3","17730.5","18438.5","19422.4","20092.6","21130.1","20668.9","19937.1","",
"Eswatini","SWZ","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.7","12.7","19.1","16.9","11.4","19.1","28.2","37.2","31.5","30.4","33.2","33.8","35","31","",
"Sint Maarten (Dutch part)","SXM","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.6","5","4.9","9","12.3","10.7","6.6","11.8","9.9","9.8","15.9","9.6","19","12.4","",
"Syrian Arab Republic","SYR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101.2","129.2","140.9","128.9","153.8","200.1","162.2","228.4","268.9","302.8","265.9","245.1","270.3","273.2","",
"Turks and Caicos Islands","TCA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","8.7","7.6","10.7","5.2","6.9","9.3","6","8.4","6.2","7.3","8.7","12.4","11.5","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91879.7460709432","125852.75471414","172255.333521337","199054.365448978","226411.537008325","263971.959273932","307203.5","338318.144540876","359771.58243563","359514.081446172","393321.717316237","426856.12731856","448356.233731406","469024.439896121","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79411.6382311512","84625.4617837844","91893.6659006382","90172.0211382138","97036.5278191624","103539.4","110925.4","116997.9","123847.5","129666.8","138443.7","145105.6","155973.5","161764.5","",
"Togo","TGO","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.2","22.1","26","28.9","32.2","42.3","42.4","48.4","48.9","47.5","64.2","81.3","78","76.3","",
"Thailand","THA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2260.3","2714.3","3433.8","4270","4812.3","5527.5","5940","6811.2","7336.1","7768.1","7917.3","8476.1","8675.4","9581.5","",
"Tajikistan","TJK","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.2","38.6","30.8","26.3","32.5","30","23.3","40.6","42.8","47.5","62","37.8","54","47.5","",
"Turkmenistan","TKM","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4.5","3.2","3.1","4.9","2.6","5","5.3","12.2","13.3","6.9","20.1","6","3.5","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33050.4479756063","36835.5107318528","41485.6878316736","50554.5381929872","54499.9036070478","62337.2492571865","67048.6099471417","71931","76533.5","83702.3","86971.7","93286.7","93349.2","94826.2","",
"Timor-Leste","TLS","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3","0","1.5","3.5","3.3","1.3","2.6","1.1","3.1","6","6.3","10.6","7.8","8.3","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11105","13258.2","16006","20392.5","24791.2","30144.1","36472.9","42659","50655.6","53886.7","57235.6","61331","63103.9","70360.9","",
"Tonga","TON","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.6","3.4","0.7","2.7","2.3","0.5","2.9","1.4","1.9","1.8","1.3","1","2.7","1.8","",
"South Asia (IDA & IBRD)","TSA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29243.2","31615.3","36783.7","42850.1","48806.8","54780.4","61743.5","70899.2","84346.8","92449.7","100329.6","112303.2","118526.9","123754","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8166.96334958561","9153.66734680931","9975.07638102513","11260.7600867542","12228.4626871083","12898.996398529","14668.3161235159","16226.0438497816","17871.3230743567","19014.9781362535","20853.1790321943","23597.4789551877","23073.7217140537","24197.3445141568","",
"Trinidad and Tobago","TTO","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120.5","133","168.1","137.6","168.5","165.8","210.4","207.5","236.8","211.3","167","221.5","147.2","185.2","",
"Tunisia","TUN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1066","1355.6","1701.4","1980.2","2345.8","2790.6","3277.7","3552.9","3824.9","3924.2","4387.6","4697.4","5025.9","5265.6","",
"Turkey","TUR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13353.6","15830.5","17840.9","19546.7","21523","21735","24447","25584","26808.3","28500.5","31146.9","31673.7","33113","33902.2","",
"Tuvalu","TUV","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6","0.6","0","1.3","0.4","0.3","0.3","1","0","0","0.3","1.1","1.1","0.4","",
"Tanzania","TZA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","161.6","182.4","210.6","266.6","287.6","281.3","302.6","368.7","415.3","396.4","407.7","548","547","539.2","",
"Uganda","UGA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","127.6","194","215.1","208.4","272.6","250.6","306","400.9","432.6","464","496","536.7","607.2","572.9","",
"Ukraine","UKR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5614","5635.6","5920.7","5296.3","5488.6","5906.6","5653.3","6073.7","6399.5","6715.9","7449.9","7417.1","7454.8","7374.7","",
"Upper middle income","UMC","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","181178.720379933","223763.644171411","281386.574164549","318388.722602363","358367.781624526","411020.080380259","469712.162487721","514583.637697748","551030.931060014","562580.116756578","607685.932556159","654567.769145396","684124.185702327","713399.09543449","",
"Uruguay","URY","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","281.5","306.3","351.4","358.9","382.7","446.1","487.6","522.6","598.6","596.2","600.3","761.6","696.3","809","",
"United States","USA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","321765.9","347873.9","379701.3","383114.9","389451.8","391933.4","398871.1","409853.3","424938","432311.5","435212","440229.7","429139","408985.3","",
"Uzbekistan","UZB","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","277.7","355","322.6","291.4","346.9","300.5","336.3","388.9","379.2","325.3","353","332.2","287.8","357.4","",
"St. Vincent and the Grenadines","VCT","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.8","0.4","1.3","0.7","1.5","0","1.1","0.5","0.1","1.4","2.2","0.7","0.8","2.3","",
"Venezuela, RB","VEN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1137.9","1078.4","1266.1","1343.2","1419.5","1656","1672","1499.2","1293.6","1390.3","1242.8","1248","1025.2","854.9","",
"British Virgin Islands","VGB","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","319","323.4","396.3","446.2","513.7","775.9","864.3","1096.5","1215.6","1567.1","1858.4","2003.9","2292.1","2961.3","",
"Vanuatu","VUT","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.5","7.8","6.8","5","2.6","4.4","5.6","6.3","7.9","6.4","7.3","9.7","10.9","13.5","",
"World","WLD","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1185942.13113106","1305437.72440861","1477412.90760555","1563235.3152034","1655917.08084621","1747433.6658102","1859200.85375692","1954923.58941112","2063336.56736843","2129133.91584428","2210064.96203303","2299992.1639022","2306637.39674976","2296271.34647503","",
"Samoa","WSM","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.8","4.8","5.1","9.9","4.1","2.6","5.4","6.1","6.1","2.5","4.5","7.5","8.2","5.3","",
"Kosovo","XKX","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","52.1","95","120","106.5","116.6","127.6","125.6","133.3","189","",
"Yemen, Rep.","YEM","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.8","40.9","45.3","53.9","45","58","81.1","99.9","109.8","112.1","129.9","148.1","106.1","111.2","",
"South Africa","ZAF","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4226.6","4809.3","5146.4","5636.5","5907.4","6403.7","7062.6","7651.6","8533","9341.5","10251","11991.5","11417.8","11881.2","",
"Zambia","ZMB","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.9","43.8","60.8","69.2","66.9","93.5","75.6","89.2","104.3","110.3","120.8","139.2","154.3","179.3","",
"Zimbabwe","ZWE","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","164","127.6","129","163.9","168.7","122","110.4","154.8","151.1","197.7","223.2","295.4","268.4","298","",
